gene_id_base	gene_name	transcript_id	clip_points_3utr	clip_points_5utr	clip_points_cds	rna_control_reads_3utr	rna_control_reads_5utr	rna_control_reads_cds	region_length_3utr	region_length_5utr	region_length_cds
ENSMUSG00000046753	Ccdc66	ENSMUST00000050480.8	0	14	311	0	1	86	107	13	2337
ENSMUSG00000046755	Kif2b	ENSMUST00000061019.6	0	0	0	0	0	1	137	103	2004
ENSMUSG00000046756	Mrps7	ENSMUST00000058109.9	98	10	436	160	28	294	1000	236	726
ENSMUSG00000046761	Fam83h	ENSMUST00000170153.2	26	0	61	16	3	60	767	140	3627
ENSMUSG00000046768	Rhoj	ENSMUST00000055390.6	0	0	0	0	0	0	1206	502	642
ENSMUSG00000046774	8030474K03Rik	ENSMUST00000151231.10	0	0	0	0	0	1	180	98	1662
ENSMUSG00000046782	Ttc6	ENSMUST00000101398.10	0	0	0	0	0	0	16	145	1323
ENSMUSG00000046785	Epm2aip1	ENSMUST00000060711.8	159	0	59	97	1	70	5315	16	1818
ENSMUSG00000046790	Olfr1341	ENSMUST00000215117.3	0	0	0	0	0	1	3094	670	936
ENSMUSG00000046791	Riox1	ENSMUST00000053744.9	55	0	117	36	1	172	451	84	1809
ENSMUSG00000046792	Zfp787	ENSMUST00000094870.3	54	0	17	22	7	52	617	137	1143
ENSMUSG00000046793	Gpr61	ENSMUST00000062028.8	0	10	0	0	0	0	1676	663	1347
ENSMUSG00000046794	Ppp1r3b	ENSMUST00000070481.8	28	0	5	8	1	3	3279	90	852
ENSMUSG00000046798	Cldn12	ENSMUST00000060947.14	602	46	71	98	18	48	2585	280	732
ENSMUSG00000046804	Phgr1	ENSMUST00000130293.8	0	0	0	0	0	0	133	73	336
ENSMUSG00000046805	Mpeg1	ENSMUST00000081035.9	4	0	0	0	0	1	1944	230	2160
ENSMUSG00000046806	Cyren	ENSMUST00000055097.11	15	0	2	15	3	7	2676	534	471
ENSMUSG00000046807	Lrrc75b	ENSMUST00000051129.10	5	0	0	3	0	0	3473	210	918
ENSMUSG00000046811	Gltpd2	ENSMUST00000057685.3	0	0	0	0	0	0	231	22	963
ENSMUSG00000046814	Gchfr	ENSMUST00000057454.4	0	0	18	4	0	4	328	65	252
ENSMUSG00000046818	Ddit4l	ENSMUST00000053855.8	11	0	20	7	1	4	1880	263	579
ENSMUSG00000046822	Slc39a3	ENSMUST00000117276.11	5	3	4	10	3	12	2422	423	951
ENSMUSG00000046826	Fam187b	ENSMUST00000058093.6	0	0	0	0	0	0	386	25	1074
ENSMUSG00000046828	Mettl21e	ENSMUST00000054801.4	0	0	0	0	0	0	2283	196	732
ENSMUSG00000046834	Krt1	ENSMUST00000023790.5	0	0	0	1	0	1	477	67	1911
ENSMUSG00000046836	Brox	ENSMUST00000057062.12	696	0	20	325	25	163	2003	194	1233
ENSMUSG00000046841	Ckap4	ENSMUST00000053871.5	1311	0	673	92	7	241	1168	196	1725
ENSMUSG00000046844	Vat1l	ENSMUST00000049509.7	8	0	5	1	0	1	2329	86	1251
ENSMUSG00000046845	Il1f10	ENSMUST00000058056.2	0	0	0	0	0	0	54	28	456
ENSMUSG00000046846	Spesp1	ENSMUST00000056949.5	35	0	49	0	1	4	1699	146	1197
ENSMUSG00000046854	Pip5kl1	ENSMUST00000055304.14	0	0	5	0	2	16	245	147	1185
ENSMUSG00000046856	Gpr1	ENSMUST00000050536.14	0	9	6	0	2	1	325	556	1059
ENSMUSG00000046861	Hectd3	ENSMUST00000050067.10	45	0	58	35	2	209	1914	86	2583
ENSMUSG00000046862	Pramel12	ENSMUST00000059790.11	60	0	24	29	7	48	1689	757	1440
ENSMUSG00000046865	Fbl	ENSMUST00000042405.8	710	23	341	237	132	2406	117	99	981
ENSMUSG00000046873	Mbtps2	ENSMUST00000058098.15	656	2	298	138	2	143	3107	145	1545
ENSMUSG00000046876	Atxn1	ENSMUST00000091628.11	73	8	9	14	1	5	7303	893	2373
ENSMUSG00000046879	Irgm1	ENSMUST00000049519.4	18	24	10	4	1	15	559	473	1227
ENSMUSG00000046881	Olfr374	ENSMUST00000210435.4	69	0	0	43	0	0	7641	138	939
ENSMUSG00000046886	Zfp474	ENSMUST00000209270.2	0	0	0	0	0	0	513	559	1041
ENSMUSG00000046897	Zfp740	ENSMUST00000119800.8	922	191	205	732	61	188	2924	418	540
ENSMUSG00000046899	Prl7a2	ENSMUST00000006660.7	0	0	0	0	0	0	476	42	759
ENSMUSG00000046908	Ltb4r1	ENSMUST00000057569.4	0	0	0	0	0	2	200	141	1053
ENSMUSG00000046909	Tefm	ENSMUST00000050207.10	0	4	370	3	5	225	161	56	1092
ENSMUSG00000046913	Olfr1451	ENSMUST00000207997.3	0	0	0	0	0	0	500	268	930
ENSMUSG00000046916	Myct1	ENSMUST00000051809.10	0	0	0	0	0	0	2206	75	564
ENSMUSG00000046922	Gpr6	ENSMUST00000061796.8	0	0	0	0	0	0	519	178	1089
ENSMUSG00000046924	Vmn1r179	ENSMUST00000049819.4	0	0	0	0	0	0	3	0	969
ENSMUSG00000046932	Vmn1r193	ENSMUST00000227562.2	4	0	0	0	0	0	5192	691	957
ENSMUSG00000046934	Csl	ENSMUST00000056085.6	0	0	30	26	0	344	98	457	1398
ENSMUSG00000046942	Mageb16	ENSMUST00000052283.7	389	50	37	30	25	154	459	306	1089
ENSMUSG00000046947	Adck2	ENSMUST00000140364.8	14	5	22	2	2	13	1263	428	1851
ENSMUSG00000046949	Nqo2	ENSMUST00000058978.9	217	11	83	64	15	63	2954	195	693
ENSMUSG00000046957	Spz1	ENSMUST00000050658.6	0	0	0	0	0	1	197	206	1134
ENSMUSG00000046959	Slc26a1	ENSMUST00000051757.14	0	0	0	0	0	0	1342	358	2112
ENSMUSG00000046961	Gpr156	ENSMUST00000061274.9	0	0	0	1	0	3	1714	476	2394
ENSMUSG00000046962	Zbtb21	ENSMUST00000063605.15	177	13	257	35	23	185	2051	214	3198
ENSMUSG00000046971	Pla2g4f	ENSMUST00000054651.8	7	0	4	1	0	14	442	109	2565
ENSMUSG00000046974	BC053393	ENSMUST00000050937.7	5	0	0	0	0	0	1275	169	576
ENSMUSG00000046975	Olfr1020	ENSMUST00000215347.3	0	0	0	0	0	0	1390	299	951
ENSMUSG00000046982	Tshz1	ENSMUST00000060303.10	0	0	3	0	0	2	1403	1001	3252
ENSMUSG00000046985	Tapt1	ENSMUST00000055128.12	354	0	221	26	3	36	1802	19	1692
ENSMUSG00000046991	Wdr27	ENSMUST00000238668.2	0	0	2	0	0	22	202	31	2475
ENSMUSG00000046994	Mars2	ENSMUST00000061334.10	180	0	73	104	0	140	9473	63	1758
ENSMUSG00000046997	Spsb4	ENSMUST00000055433.5	0	0	0	3	1	4	1098	803	819
ENSMUSG00000046999	1110032F04Rik	ENSMUST00000054551.3	5	0	0	3	0	0	1715	122	741
ENSMUSG00000047002	Msgn1	ENSMUST00000049877.3	0	0	0	0	0	0	25	24	564
ENSMUSG00000047003	Zfp41	ENSMUST00000054555.10	247	0	45	218	11	23	7174	502	594
ENSMUSG00000047013	Fbxo41	ENSMUST00000161078.8	0	0	0	3	0	0	3451	492	2619
ENSMUSG00000047014	Catsperb	ENSMUST00000055156.5	0	0	0	0	0	0	270	119	3327
ENSMUSG00000047021	Cfap65	ENSMUST00000094844.4	0	0	0	0	0	1	67	119	5541
ENSMUSG00000047022	Mipol1	ENSMUST00000145003.8	0	10	45	0	35	24	48	239	1137
ENSMUSG00000047025	Ccer1	ENSMUST00000060703.6	0	0	0	0	0	0	238	418	1209
ENSMUSG00000047026	Acsm4	ENSMUST00000047045.10	0	0	0	0	0	0	224	188	1740
ENSMUSG00000047030	Spata2	ENSMUST00000057627.16	216	13	46	94	8	95	2220	247	1545
ENSMUSG00000047031	Vmn1r68	ENSMUST00000236246.2	7	0	0	1	0	0	4789	1278	957
ENSMUSG00000047033	Pcdhb15	ENSMUST00000050034.3	7	0	0	0	0	0	266	177	2358
ENSMUSG00000047034	Ankrd33	ENSMUST00000070875.8	0	0	0	0	0	0	322	127	1011
ENSMUSG00000047036	Zfp445	ENSMUST00000216063.2	973	43	638	333	31	318	3007	224	2958
ENSMUSG00000047037	Nipa1	ENSMUST00000052204.6	81	0	17	23	0	9	1828	386	969
ENSMUSG00000047039	Olfr1151	ENSMUST00000217376.2	0	0	0	0	0	6	1823	119	924
ENSMUSG00000047040	Prr15l	ENSMUST00000107636.4	16	0	0	2	1	0	2985	260	300
ENSMUSG00000047044	D030056L22Rik	ENSMUST00000055792.8	504	0	43	119	6	84	1057	88	486
ENSMUSG00000047045	Tmem164	ENSMUST00000112896.9	229	0	7	67	2	16	3850	486	888
ENSMUSG00000047048	Olfr432	ENSMUST00000213381.2	1	0	1	3	0	0	3442	155	936
ENSMUSG00000047050	Olfr914	ENSMUST00000217057.2	19	8	0	3	0	0	3564	436	948
ENSMUSG00000047053	Teddm1a	ENSMUST00000050660.6	0	0	0	0	0	0	352	50	915
ENSMUSG00000047067	Dusp28	ENSMUST00000060913.8	20	0	11	22	0	13	751	74	489
ENSMUSG00000047079	Ube2dnl2	ENSMUST00000062695.2	0	0	0	0	0	0	45	233	465
ENSMUSG00000047084	Ngrn	ENSMUST00000117989.2	255	5	179	87	12	201	393	45	879
ENSMUSG00000047085	Lrrc4b	ENSMUST00000058667.15	0	0	0	0	0	0	519	82	2127
ENSMUSG00000047090	Tmem198b	ENSMUST00000051011.14	11	0	50	18	4	37	1062	223	1050
ENSMUSG00000047094	Ofcc1	ENSMUST00000054635.8	0	0	1	0	0	0	10	28	2778
ENSMUSG00000047098	Rnf31	ENSMUST00000019443.15	13	0	181	2	5	367	111	176	3198
ENSMUSG00000047102	Tas2r139	ENSMUST00000057686.5	0	0	0	0	0	0	3	0	957
ENSMUSG00000047104	Pbp2	ENSMUST00000050471.4	0	0	4	0	0	0	660	58	561
ENSMUSG00000047108	Dnajb7	ENSMUST00000057236.5	0	0	5	0	0	1	273	165	936
ENSMUSG00000047109	Cldn14	ENSMUST00000050962.5	0	0	0	0	0	0	208	532	717
ENSMUSG00000047115	Fam221a	ENSMUST00000060561.15	0	0	19	6	0	25	1657	170	903
ENSMUSG00000047117	Ankdd1b	ENSMUST00000055607.13	0	0	0	0	0	0	1396	156	1662
ENSMUSG00000047123	Ticam1	ENSMUST00000058136.9	0	0	9	0	0	12	579	217	2196
ENSMUSG00000047126	Cltc	ENSMUST00000103186.11	904	7	7251	555	207	4651	1218	276	5025
ENSMUSG00000047129	1700113H08Rik	ENSMUST00000189775.2	0	0	0	0	0	0	148	167	483
ENSMUSG00000047139	Cd24a	ENSMUST00000058714.10	276	0	1	57	11	21	1503	85	228
ENSMUSG00000047141	Zfp654	ENSMUST00000052588.5	775	93	353	55	22	103	2921	107	1713
ENSMUSG00000047143	Dmrta2	ENSMUST00000061187.4	0	0	0	2	3	3	1037	292	1593
ENSMUSG00000047146	Tet1	ENSMUST00000218782.2	0	98	365	0	92	45	0	321	142
ENSMUSG00000047149	Olfr1052	ENSMUST00000217166.2	0	0	0	0	0	0	480	278	936
ENSMUSG00000047150	1700001C19Rik	ENSMUST00000061885.9	0	0	0	5	0	5	831	161	630
ENSMUSG00000047153	Khnyn	ENSMUST00000022831.5	58	5	41	66	10	127	1672	213	2013
ENSMUSG00000047155	Cyp4x1	ENSMUST00000051400.8	0	0	5	0	0	2	3	0	1521
ENSMUSG00000047161	Chst9	ENSMUST00000053017.13	0	0	0	0	0	0	342	39	1239
ENSMUSG00000047171	Helt	ENSMUST00000058636.9	0	0	0	0	0	0	200	621	720
ENSMUSG00000047180	Neurl3	ENSMUST00000056946.8	5	0	0	3	0	0	1766	70	762
ENSMUSG00000047181	Samd14	ENSMUST00000055947.10	0	8	8	1	1	1	1357	710	1251
ENSMUSG00000047182	Irs3	ENSMUST00000057314.4	0	0	0	1	0	2	658	194	1485
ENSMUSG00000047187	Rab2a	ENSMUST00000060232.8	370	13	1760	189	65	230	1278	219	636
ENSMUSG00000047193	Dync2h1	ENSMUST00000048417.13	0	0	349	4	0	145	965	89	12918
ENSMUSG00000047197	Gjd3	ENSMUST00000062931.2	0	0	0	0	0	0	3	0	834
ENSMUSG00000047203	Vmn1r54	ENSMUST00000226921.2	0	0	0	0	0	0	1163	1126	945
ENSMUSG00000047205	Dusp18	ENSMUST00000055931.5	85	0	20	52	3	15	3721	347	564
ENSMUSG00000047207	Olfr1495	ENSMUST00000216980.2	0	0	0	0	0	0	948	158	957
ENSMUSG00000047213	Ythdf3	ENSMUST00000108345.9	1088	4	922	229	37	283	3062	285	1755
ENSMUSG00000047215	Rpl9	ENSMUST00000057885.13	175	0	20	775	291	2331	92	70	576
ENSMUSG00000047216	Cdh19	ENSMUST00000094626.5	0	0	0	0	0	0	1375	229	2310
ENSMUSG00000047220	Iho1	ENSMUST00000076592.4	13	0	7	337	0	2	1155	13	1722
ENSMUSG00000047221	Fam185a	ENSMUST00000056045.5	81	0	49	89	5	63	1683	210	1134
ENSMUSG00000047222	Rnase2a	ENSMUST00000061936.8	0	0	0	0	0	0	180	45	465
ENSMUSG00000047225	Olfr684	ENSMUST00000217136.2	9	0	0	0	0	0	2053	193	936
ENSMUSG00000047227	Gm527	ENSMUST00000058135.6	3	1	25	0	0	10	251	287	930
ENSMUSG00000047228	A2ml1	ENSMUST00000060574.9	0	0	5	0	0	0	231	96	4368
ENSMUSG00000047230	Cldn2	ENSMUST00000054889.4	0	0	8	1	0	1	1989	365	690
ENSMUSG00000047237	Fbxw21	ENSMUST00000054925.13	0	0	0	1	0	0	56	52	1404
ENSMUSG00000047238	Mageh1	ENSMUST00000051484.5	93	0	48	5	6	19	519	237	654
ENSMUSG00000047242	Taf9b	ENSMUST00000055497.15	35	0	24	6	0	11	1614	272	747
ENSMUSG00000047246	H2bc6	ENSMUST00000051091.5	5	84	55	0	0	67	1909	219	378
ENSMUSG00000047248	C2cd3	ENSMUST00000119647.9	0	0	298	0	0	207	143	0	4697
ENSMUSG00000047250	Ptgs1	ENSMUST00000062069.6	36	0	9	2	0	10	924	137	1806
ENSMUSG00000047253	Krtap1-5	ENSMUST00000054532.5	0	0	0	0	0	0	624	51	366
ENSMUSG00000047257	Prss45	ENSMUST00000011391.12	0	0	0	0	0	1	235	46	951
ENSMUSG00000047259	Mc4r	ENSMUST00000057942.4	0	0	5	0	0	0	1341	466	996
ENSMUSG00000047260	Emc6	ENSMUST00000054952.4	872	22	213	167	134	190	855	147	330
ENSMUSG00000047261	Gap43	ENSMUST00000102817.5	51	2	57	48	3	39	590	149	681
ENSMUSG00000047264	Zfp358	ENSMUST00000061508.8	0	0	0	0	2	24	76	210	1713
ENSMUSG00000047281	Sfn	ENSMUST00000057311.4	2	0	12	63	10	112	470	399	744
ENSMUSG00000047284	Neurl4	ENSMUST00000177476.8	10	0	490	60	5	1147	187	82	4683
ENSMUSG00000047286	Olfr370	ENSMUST00000209408.4	6	0	0	1	0	0	3140	518	942
ENSMUSG00000047293	Gpr15	ENSMUST00000089318.5	0	0	0	0	0	0	212	346	1080
ENSMUSG00000047295	Smgc	ENSMUST00000088555.10	0	0	3	0	0	0	737	41	2199
ENSMUSG00000047298	Kcnv2	ENSMUST00000056708.4	0	0	0	1	0	0	3259	163	1686
ENSMUSG00000047307	Pcdhb13	ENSMUST00000056915.3	0	0	0	0	0	5	1251	71	2388
ENSMUSG00000047330	Kcne4	ENSMUST00000057262.8	0	0	0	0	0	0	1882	265	510
ENSMUSG00000047342	Zfp286	ENSMUST00000054654.13	51	0	101	3	7	24	1302	192	1557
ENSMUSG00000047343	Mettl21c	ENSMUST00000061421.4	0	0	0	0	0	0	234	108	744
ENSMUSG00000047344	Lancl3	ENSMUST00000069763.3	0	0	5	0	0	0	2403	328	1260
ENSMUSG00000047352	Olfr976	ENSMUST00000213171.2	0	0	0	0	0	0	1735	321	942
ENSMUSG00000047356	Lcn10	ENSMUST00000058912.3	0	0	0	0	0	0	500	60	546
ENSMUSG00000047361	Gm973	ENSMUST00000114243.8	0	0	63	0	0	29	250	168	3177
ENSMUSG00000047363	Cstad	ENSMUST00000102853.4	0	0	0	0	0	0	477	30	312
ENSMUSG00000047368	Abhd17b	ENSMUST00000052556.5	84	0	206	63	7	115	1323	72	864
ENSMUSG00000047369	Dnah14	ENSMUST00000238412.3	0	0	21	0	0	1	3	0	13788
ENSMUSG00000047371	Zfp768	ENSMUST00000060783.7	1	2	23	1	2	18	465	187	1704
ENSMUSG00000047379	B4gat1	ENSMUST00000053705.8	98	0	82	12	1	26	636	151	1245
ENSMUSG00000047388	Atmin	ENSMUST00000109099.4	444	0	159	302	0	518	2389	34	2454
ENSMUSG00000047390	Defb9	ENSMUST00000057076.5	0	0	0	0	0	0	82	27	201
ENSMUSG00000047394	Odf3b	ENSMUST00000049968.9	0	0	0	0	0	0	250	76	714
ENSMUSG00000047407	Tgif1	ENSMUST00000059775.15	938	1	188	82	61	306	495	320	816
ENSMUSG00000047409	Ctdspl	ENSMUST00000073109.12	37	0	0	20	0	6	3352	409	828
ENSMUSG00000047412	Zbtb44	ENSMUST00000216649.2	650	33	463	163	34	203	1481	371	1305
ENSMUSG00000047414	Flrt2	ENSMUST00000057324.4	44	0	12	5	1	10	4346	773	1980
ENSMUSG00000047415	Gpr68	ENSMUST00000110065.8	4	0	0	3	0	1	1504	301	1095
ENSMUSG00000047417	Rexo1	ENSMUST00000057910.16	94	0	271	53	9	485	1471	140	3639
ENSMUSG00000047419	Cmya5	ENSMUST00000062122.4	0	0	1	0	0	1	604	218	11028
ENSMUSG00000047420	Fam180a	ENSMUST00000051176.9	0	0	0	0	0	0	860	227	519
ENSMUSG00000047423	AI837181	ENSMUST00000159759.3	15	0	46	43	0	74	609	25	894
ENSMUSG00000047428	Dlk2	ENSMUST00000166617.8	0	0	0	0	0	0	176	206	1146
ENSMUSG00000047434	Xxylt1	ENSMUST00000055389.9	402	0	159	103	2	42	2197	97	1176
ENSMUSG00000047441	Antxrl	ENSMUST00000058725.5	0	0	0	0	0	0	413	196	1923
ENSMUSG00000047443	Erfe	ENSMUST00000086861.12	20	0	14	12	0	3	1744	51	1020
ENSMUSG00000047444	Olfr139	ENSMUST00000214111.2	0	0	0	0	0	0	295	71	945
ENSMUSG00000047446	Arl4a	ENSMUST00000146905.2	161	3	324	43	8	50	2856	254	600
ENSMUSG00000047454	Gphn	ENSMUST00000110388.10	3	0	139	15	2	55	859	125	2316
ENSMUSG00000047459	Dynlrb1	ENSMUST00000109682.9	18	11	43	48	45	147	316	80	288
ENSMUSG00000047462	Gpr141b	ENSMUST00000151029.3	0	0	0	0	0	0	1558	309	897
ENSMUSG00000047466	8030462N17Rik	ENSMUST00000074653.6	874	41	313	404	35	196	3645	283	1197
ENSMUSG00000047473	Zfp30	ENSMUST00000032803.12	4	11	42	6	17	23	979	935	1644
ENSMUSG00000047485	Klhl34	ENSMUST00000087157.5	0	0	0	0	0	0	3	0	1932
ENSMUSG00000047492	Inhbe	ENSMUST00000059718.6	33	0	0	0	0	1	1403	2866	1050
ENSMUSG00000047495	Dlgap2	ENSMUST00000152652.8	0	2	1	0	0	0	403	259	3180
ENSMUSG00000047496	Rnf152	ENSMUST00000058688.7	15	0	0	8	0	1	7308	575	609
ENSMUSG00000047497	Adamts12	ENSMUST00000061318.9	0	0	1	0	0	0	3557	222	4800
ENSMUSG00000047501	Cldn4	ENSMUST00000051401.4	914	28	123	234	34	226	997	189	630
ENSMUSG00000047502	Mroh7	ENSMUST00000106770.8	0	0	14	0	0	6	224	285	3837
ENSMUSG00000047507	Baiap3	ENSMUST00000182056.8	5	0	7	1	1	7	982	213	3450
ENSMUSG00000047508	Mbd3l2	ENSMUST00000213777.2	0	0	3	0	0	0	1252	180	684
ENSMUSG00000047511	Olfr1396	ENSMUST00000215553.2	0	0	0	0	0	0	2798	494	945
ENSMUSG00000047514	Tspyl1	ENSMUST00000061372.7	203	0	47	79	8	149	1858	91	1137
ENSMUSG00000047515	BC049715	ENSMUST00000052702.7	0	0	0	0	0	0	32	347	741
ENSMUSG00000047517	Dmbt1	ENSMUST00000084509.7	0	0	0	0	0	0	396	39	5838
ENSMUSG00000047518	Slfnl1	ENSMUST00000062990.4	0	0	0	1	0	0	144	388	1230
ENSMUSG00000047528	Flacc1	ENSMUST00000055313.14	0	0	5	0	0	1	307	84	1149
ENSMUSG00000047531	Rtp2	ENSMUST00000061030.10	0	0	0	0	0	0	1663	96	669
ENSMUSG00000047534	Mis18bp1	ENSMUST00000052201.9	75	7	724	40	57	330	800	223	2994
ENSMUSG00000047535	Olfr67	ENSMUST00000183254.3	0	0	0	0	0	0	2722	169	960
ENSMUSG00000047539	Fbxo28	ENSMUST00000051431.10	636	0	421	193	5	205	3792	29	1104
ENSMUSG00000047544	Olfr616	ENSMUST00000214806.2	0	0	0	0	0	0	580	110	951
ENSMUSG00000047545	Olfr629	ENSMUST00000213906.2	0	7	0	0	0	0	522	1084	942
ENSMUSG00000047547	Cltb	ENSMUST00000091609.11	90	12	522	215	15	313	1473	80	633
ENSMUSG00000047554	Tmem41b	ENSMUST00000094097.12	671	25	132	116	17	178	2598	369	873
ENSMUSG00000047557	Lxn	ENSMUST00000058981.3	0	0	0	6	2	1	234	212	666
ENSMUSG00000047562	Mmp10	ENSMUST00000034488.4	0	0	0	0	0	0	252	42	1428
ENSMUSG00000047564	Krtap3-1	ENSMUST00000055502.5	0	0	0	0	0	0	263	47	294
ENSMUSG00000047565	Acot10	ENSMUST00000052910.6	0	0	100	17	0	100	123	97	1317
ENSMUSG00000047583	Tyw3	ENSMUST00000052774.8	12	1	81	24	3	44	3650	69	771
ENSMUSG00000047586	Nccrp1	ENSMUST00000057974.4	0	0	4	8	0	16	539	119	873
ENSMUSG00000047591	Mafa	ENSMUST00000062002.6	5	0	0	5	2	7	1356	306	1077
ENSMUSG00000047592	Nxpe5	ENSMUST00000159798.8	0	0	0	0	0	0	878	64	1626
ENSMUSG00000047594	Olfr1122	ENSMUST00000215371.2	0	0	0	6	0	0	3246	812	978
ENSMUSG00000047603	Zfp235	ENSMUST00000056549.9	65	0	51	8	5	18	978	289	2106
ENSMUSG00000047604	Frat2	ENSMUST00000059231.4	135	0	0	32	0	7	1247	221	693
ENSMUSG00000047606	Ankrd34c	ENSMUST00000060700.4	0	0	0	0	0	0	3440	415	1602
ENSMUSG00000047613	A430005L14Rik	ENSMUST00000058393.9	94	10	79	89	13	216	337	71	690
ENSMUSG00000047617	Paxx	ENSMUST00000114261.9	0	0	0	4	2	10	183	183	615
ENSMUSG00000047619	Ddi1	ENSMUST00000051706.6	0	0	0	0	0	0	2411	3479	1224
ENSMUSG00000047626	Olfr791	ENSMUST00000217228.2	0	2	0	0	0	0	1189	377	936
ENSMUSG00000047631	Apof	ENSMUST00000050901.5	0	0	0	0	0	6	197	116	945
ENSMUSG00000047632	Fgfbp3	ENSMUST00000057337.9	2	0	0	2	0	1	917	120	735
ENSMUSG00000047635	2810006K23Rik	ENSMUST00000077376.3	47	1	24	57	7	30	975	150	552
ENSMUSG00000047636	Cdcp2	ENSMUST00000062495.3	0	0	3	0	0	4	513	817	1281
ENSMUSG00000047638	Nr1h4	ENSMUST00000058126.15	0	0	0	0	0	0	479	33	1452
ENSMUSG00000047641	Krt87	ENSMUST00000081945.5	0	0	0	0	0	0	759	34	1485
ENSMUSG00000047642	D930020B18Rik	ENSMUST00000120642.9	0	0	0	0	0	1	1433	24	1878
ENSMUSG00000047648	Fbxo30	ENSMUST00000129456.8	402	8	1479	75	53	229	2635	187	2238
ENSMUSG00000047649	Cd3eap	ENSMUST00000047036.10	93	0	277	47	8	106	970	72	1197
ENSMUSG00000047654	Tssk6	ENSMUST00000050373.7	0	0	0	0	0	1	392	124	819
ENSMUSG00000047655	Vmn1r74	ENSMUST00000228471.2	0	0	0	0	0	0	5590	106	912
ENSMUSG00000047656	Trpt1	ENSMUST00000088223.7	0	0	10	0	1	15	63	293	747
ENSMUSG00000047658	Gal3st3	ENSMUST00000061169.7	22	0	3	16	0	8	847	281	1293
ENSMUSG00000047667	Olfr26	ENSMUST00000104874.3	0	0	0	0	0	0	3	4	924
ENSMUSG00000047669	Msl3l2	ENSMUST00000063138.8	7	0	20	8	1	5	587	440	1113
ENSMUSG00000047671	Dynlt4	ENSMUST00000062206.3	0	0	0	0	2	0	100	233	657
ENSMUSG00000047674	Pdha2	ENSMUST00000057860.3	5	0	4	0	0	5	569	610	1173
ENSMUSG00000047675	Rps8	ENSMUST00000102696.5	317	17	1399	301	133	5059	54	182	624
ENSMUSG00000047678	Gpr82	ENSMUST00000053659.2	0	0	0	0	0	0	1235	278	984
ENSMUSG00000047686	Rtl3	ENSMUST00000062010.10	0	0	1	0	0	0	914	375	1659
ENSMUSG00000047694	Yipf6	ENSMUST00000054697.7	710	4	193	86	3	48	4032	471	708
ENSMUSG00000047696	Ccdc144b	ENSMUST00000200469.5	0	0	0	0	0	0	784	137	1560
ENSMUSG00000047702	Olfr1388	ENSMUST00000215226.2	18	0	0	1877	0	0	1318	783	933
ENSMUSG00000047710	Champ1	ENSMUST00000051870.8	790	10	223	185	39	344	1390	217	2406
ENSMUSG00000047712	Ust	ENSMUST00000061601.9	69	0	23	11	0	14	2581	426	1221
ENSMUSG00000047714	Ppp1r2	ENSMUST00000060188.14	512	4	112	142	53	149	3153	307	618
ENSMUSG00000047716	Olfr736	ENSMUST00000215227.2	0	0	0	0	0	0	499	1050	936
ENSMUSG00000047719	Ubiad1	ENSMUST00000051633.3	113	9	45	96	4	61	1663	321	1008
ENSMUSG00000047720	Clec2m	ENSMUST00000051283.8	0	0	0	0	0	0	783	232	567
ENSMUSG00000047721	Bola2	ENSMUST00000130498.2	7	36	269	66	68	393	407	601	258
ENSMUSG00000047728	Ly6g2	ENSMUST00000055719.8	0	0	0	0	0	0	1009	89	372
ENSMUSG00000047730	Fcgbp	ENSMUST00000076648.8	0	0	7	2	0	12	160	19	7749
ENSMUSG00000047731	Wbp1l	ENSMUST00000138302.9	363	0	115	162	0	108	2673	120	1107
ENSMUSG00000047733	Tmem262	ENSMUST00000143303.2	0	0	0	0	0	0	87	110	348
ENSMUSG00000047735	Samd9l	ENSMUST00000120087.6	0	7	20	0	0	3	266	327	4737
ENSMUSG00000047746	Fbxo40	ENSMUST00000075869.13	0	0	4	2	0	1	2616	391	2130
ENSMUSG00000047747	Rnf150	ENSMUST00000078525.7	11	0	0	2	0	0	7717	654	1311
ENSMUSG00000047749	Zc3hav1l	ENSMUST00000058524.3	86	0	0	22	0	7	5629	19	888
ENSMUSG00000047751	Utf1	ENSMUST00000168457.3	52	9	182	93	34	2275	125	85	1017
ENSMUSG00000047757	Fancb	ENSMUST00000167446.8	0	6	290	1	2	61	88	306	2559
ENSMUSG00000047759	Hs3st3a1	ENSMUST00000058652.6	0	1	0	0	3	9	2025	735	1179
ENSMUSG00000047766	Lrrc49	ENSMUST00000114034.9	7	0	42	9	0	39	462	259	2058
ENSMUSG00000047767	Atg16l2	ENSMUST00000120267.9	25	1	11	15	0	32	4529	61	1869
ENSMUSG00000047773	Ankfn1	ENSMUST00000050983.2	3	0	0	0	0	0	1388	68	1209
ENSMUSG00000047777	Phf13	ENSMUST00000055688.10	680	1	39	173	18	100	1923	394	888
ENSMUSG00000047786	Lix1	ENSMUST00000115576.3	10	0	0	8	0	1	1997	273	846
ENSMUSG00000047787	Flrt1	ENSMUST00000113383.4	9	4	2	1	0	1	3158	692	2022
ENSMUSG00000047789	Slc38a9	ENSMUST00000052514.6	286	5	267	29	12	58	7088	142	1680
ENSMUSG00000047793	Sned1	ENSMUST00000062202.14	44	0	45	46	1	50	4790	148	4209
ENSMUSG00000047794	Olfr685	ENSMUST00000051355.7	0	0	0	0	0	0	51	89	948
