gene_id_base	gene_name	transcript_id	region	clip_points	region_length	rna_control_reads
ENSMUSG00000041354	Rgl2	ENSMUST00000047503.16	cds	80	2334	331
ENSMUSG00000041355	Ssr2	ENSMUST00000035785.9	3utr	14093	431	374
ENSMUSG00000041355	Ssr2	ENSMUST00000035785.9	5utr	78	209	104
ENSMUSG00000041355	Ssr2	ENSMUST00000035785.9	cds	1213	549	874
ENSMUSG00000041358	Nutm1	ENSMUST00000043970.2	3utr	0	243	0
ENSMUSG00000041358	Nutm1	ENSMUST00000043970.2	5utr	0	110	0
ENSMUSG00000041358	Nutm1	ENSMUST00000043970.2	cds	0	3378	0
ENSMUSG00000041359	Tcl1	ENSMUST00000041316.15	3utr	370	965	455
ENSMUSG00000041359	Tcl1	ENSMUST00000041316.15	5utr	2	85	36
ENSMUSG00000041359	Tcl1	ENSMUST00000041316.15	cds	47	348	201
ENSMUSG00000041360	Pum3	ENSMUST00000076219.6	3utr	161	1486	145
ENSMUSG00000041360	Pum3	ENSMUST00000076219.6	5utr	0	41	8
ENSMUSG00000041360	Pum3	ENSMUST00000076219.6	cds	1642	1944	1115
ENSMUSG00000041361	Myzap	ENSMUST00000093823.8	3utr	5	789	0
ENSMUSG00000041361	Myzap	ENSMUST00000093823.8	5utr	0	96	0
ENSMUSG00000041361	Myzap	ENSMUST00000093823.8	cds	6	1398	9
ENSMUSG00000041362	Shtn1	ENSMUST00000163821.3	3utr	21	1844	7
ENSMUSG00000041362	Shtn1	ENSMUST00000163821.3	5utr	0	557	1
ENSMUSG00000041362	Shtn1	ENSMUST00000163821.3	cds	38	1368	9
ENSMUSG00000041372	B4galnt3	ENSMUST00000057283.8	3utr	61	719	41
ENSMUSG00000041372	B4galnt3	ENSMUST00000057283.8	cds	528	2958	309
ENSMUSG00000041375	Ccdc9	ENSMUST00000041010.15	3utr	0	188	9
ENSMUSG00000041375	Ccdc9	ENSMUST00000041010.15	5utr	19	559	4
ENSMUSG00000041375	Ccdc9	ENSMUST00000041010.15	cds	213	1632	236
ENSMUSG00000041377	Ninj2	ENSMUST00000112711.9	3utr	0	348	0
ENSMUSG00000041377	Ninj2	ENSMUST00000112711.9	5utr	0	76	0
ENSMUSG00000041377	Ninj2	ENSMUST00000112711.9	cds	0	429	1
ENSMUSG00000041378	Cldn5	ENSMUST00000043577.3	3utr	1	613	6
ENSMUSG00000041378	Cldn5	ENSMUST00000043577.3	5utr	0	149	0
ENSMUSG00000041378	Cldn5	ENSMUST00000043577.3	cds	0	654	10
ENSMUSG00000041380	Htr2c	ENSMUST00000096299.9	3utr	0	2685	0
ENSMUSG00000041380	Htr2c	ENSMUST00000096299.9	5utr	0	821	0
ENSMUSG00000041380	Htr2c	ENSMUST00000096299.9	cds	0	1377	0
ENSMUSG00000041390	Mdfic	ENSMUST00000189359.7	3utr	76	2307	9
ENSMUSG00000041390	Mdfic	ENSMUST00000189359.7	5utr	1	387	1
ENSMUSG00000041390	Mdfic	ENSMUST00000189359.7	cds	13	741	12
ENSMUSG00000041396	Mettl18	ENSMUST00000045694.14	3utr	37	46	0
ENSMUSG00000041396	Mettl18	ENSMUST00000045694.14	5utr	6	381	36
ENSMUSG00000041396	Mettl18	ENSMUST00000045694.14	cds	96	1086	47
ENSMUSG00000041399	1700013G24Rik	ENSMUST00000048893.4	3utr	0	68	0
ENSMUSG00000041399	1700013G24Rik	ENSMUST00000048893.4	5utr	0	122	0
ENSMUSG00000041399	1700013G24Rik	ENSMUST00000048893.4	cds	0	858	0
ENSMUSG00000041406	BC055324	ENSMUST00000045876.8	3utr	37	394	34
ENSMUSG00000041406	BC055324	ENSMUST00000045876.8	5utr	6	76	31
ENSMUSG00000041406	BC055324	ENSMUST00000045876.8	cds	990	2709	1499
ENSMUSG00000041408	Wapl	ENSMUST00000048263.14	3utr	1086	2296	292
ENSMUSG00000041408	Wapl	ENSMUST00000048263.14	5utr	27	455	109
ENSMUSG00000041408	Wapl	ENSMUST00000048263.14	cds	4569	3600	1131
ENSMUSG00000041415	Dicer1	ENSMUST00000041987.7	3utr	471	3854	277
ENSMUSG00000041415	Dicer1	ENSMUST00000041987.7	5utr	56	279	34
ENSMUSG00000041415	Dicer1	ENSMUST00000041987.7	cds	2471	5718	1252
ENSMUSG00000041417	Pik3r1	ENSMUST00000055518.13	3utr	233	4320	25
ENSMUSG00000041417	Pik3r1	ENSMUST00000055518.13	5utr	8	621	10
ENSMUSG00000041417	Pik3r1	ENSMUST00000055518.13	cds	117	2172	30
ENSMUSG00000041420	Meis3	ENSMUST00000002495.18	3utr	0	471	2
ENSMUSG00000041420	Meis3	ENSMUST00000002495.18	5utr	0	126	0
ENSMUSG00000041420	Meis3	ENSMUST00000002495.18	cds	3	1134	6
ENSMUSG00000041423	Paqr6	ENSMUST00000147991.2	3utr	0	581	3
ENSMUSG00000041423	Paqr6	ENSMUST00000147991.2	5utr	0	60	0
ENSMUSG00000041423	Paqr6	ENSMUST00000147991.2	cds	0	1029	2
ENSMUSG00000041426	Hibch	ENSMUST00000044478.7	3utr	211	611	15
ENSMUSG00000041426	Hibch	ENSMUST00000044478.7	5utr	0	64	6
ENSMUSG00000041426	Hibch	ENSMUST00000044478.7	cds	213	1155	130
ENSMUSG00000041429	Nthl1	ENSMUST00000047611.4	3utr	9	109	9
ENSMUSG00000041429	Nthl1	ENSMUST00000047611.4	5utr	7	70	2
ENSMUSG00000041429	Nthl1	ENSMUST00000047611.4	cds	43	900	97
ENSMUSG00000041431	Ccnb1	ENSMUST00000072119.15	3utr	625	1031	451
ENSMUSG00000041431	Ccnb1	ENSMUST00000072119.15	5utr	168	168	196
ENSMUSG00000041431	Ccnb1	ENSMUST00000072119.15	cds	112	1290	2286
ENSMUSG00000041438	Utp4	ENSMUST00000047629.7	3utr	7	110	12
ENSMUSG00000041438	Utp4	ENSMUST00000047629.7	5utr	9	64	43
ENSMUSG00000041438	Utp4	ENSMUST00000047629.7	cds	874	2058	1322
ENSMUSG00000041439	Mfsd6	ENSMUST00000087701.4	3utr	0	677	0
ENSMUSG00000041439	Mfsd6	ENSMUST00000087701.4	5utr	0	491	1
ENSMUSG00000041439	Mfsd6	ENSMUST00000087701.4	cds	72	2325	8
ENSMUSG00000041440	Gk5	ENSMUST00000085217.12	3utr	60	1124	44
ENSMUSG00000041440	Gk5	ENSMUST00000085217.12	5utr	1	89	2
ENSMUSG00000041440	Gk5	ENSMUST00000085217.12	cds	270	1602	147
ENSMUSG00000041444	Arhgap32	ENSMUST00000182802.8	3utr	8	73	0
ENSMUSG00000041444	Arhgap32	ENSMUST00000182802.8	5utr	16	328	22
ENSMUSG00000041444	Arhgap32	ENSMUST00000182802.8	cds	285	5220	296
ENSMUSG00000041445	Mmrn2	ENSMUST00000111908.3	3utr	18	995	12
ENSMUSG00000041445	Mmrn2	ENSMUST00000111908.3	5utr	0	150	6
ENSMUSG00000041445	Mmrn2	ENSMUST00000111908.3	cds	141	2829	68
ENSMUSG00000041453	Rpl21	ENSMUST00000035983.12	3utr	87	1082	144
ENSMUSG00000041453	Rpl21	ENSMUST00000035983.12	5utr	42	294	150
ENSMUSG00000041453	Rpl21	ENSMUST00000035983.12	cds	20	480	2296
ENSMUSG00000041459	Tardbp	ENSMUST00000084125.10	3utr	2309	5882	1402
ENSMUSG00000041459	Tardbp	ENSMUST00000084125.10	5utr	14	353	172
ENSMUSG00000041459	Tardbp	ENSMUST00000084125.10	cds	1292	1242	1344
ENSMUSG00000041460	Cacna2d4	ENSMUST00000186622.3	3utr	0	326	0
ENSMUSG00000041460	Cacna2d4	ENSMUST00000186622.3	5utr	0	111	0
ENSMUSG00000041460	Cacna2d4	ENSMUST00000186622.3	cds	0	3273	0
ENSMUSG00000041468	Gpr12	ENSMUST00000036211.8	3utr	0	709	0
ENSMUSG00000041468	Gpr12	ENSMUST00000036211.8	5utr	0	508	0
ENSMUSG00000041468	Gpr12	ENSMUST00000036211.8	cds	0	1002	1
ENSMUSG00000041471	Shld2	ENSMUST00000111917.3	3utr	9	318	6
ENSMUSG00000041471	Shld2	ENSMUST00000111917.3	5utr	26	326	8
ENSMUSG00000041471	Shld2	ENSMUST00000111917.3	cds	131	2673	54
ENSMUSG00000041476	Smpx	ENSMUST00000190091.7	3utr	0	473	0
ENSMUSG00000041476	Smpx	ENSMUST00000190091.7	5utr	0	359	0
ENSMUSG00000041476	Smpx	ENSMUST00000190091.7	cds	0	255	0
ENSMUSG00000041477	Dcp1b	ENSMUST00000112777.9	3utr	0	1539	1
ENSMUSG00000041477	Dcp1b	ENSMUST00000112777.9	5utr	0	40	1
ENSMUSG00000041477	Dcp1b	ENSMUST00000112777.9	cds	17	1734	30
ENSMUSG00000041479	Syt15	ENSMUST00000035351.7	3utr	0	2242	4
ENSMUSG00000041479	Syt15	ENSMUST00000035351.7	5utr	0	127	0
ENSMUSG00000041479	Syt15	ENSMUST00000035351.7	cds	0	1254	0
ENSMUSG00000041481	Serpina3g	ENSMUST00000043315.15	3utr	0	616	0
ENSMUSG00000041481	Serpina3g	ENSMUST00000043315.15	5utr	0	585	1
ENSMUSG00000041481	Serpina3g	ENSMUST00000043315.15	cds	0	744	0
ENSMUSG00000041482	Piezo2	ENSMUST00000047480.13	3utr	0	1338	0
ENSMUSG00000041482	Piezo2	ENSMUST00000047480.13	5utr	0	914	0
ENSMUSG00000041482	Piezo2	ENSMUST00000047480.13	cds	7	8472	7
ENSMUSG00000041483	Zfp281	ENSMUST00000112046.2	3utr	1964	2089	295
ENSMUSG00000041483	Zfp281	ENSMUST00000112046.2	5utr	34	169	43
ENSMUSG00000041483	Zfp281	ENSMUST00000112046.2	cds	1576	2679	669
ENSMUSG00000041488	Stx3	ENSMUST00000069285.6	3utr	150	1722	116
ENSMUSG00000041488	Stx3	ENSMUST00000069285.6	5utr	4	221	4
ENSMUSG00000041488	Stx3	ENSMUST00000069285.6	cds	294	867	165
ENSMUSG00000041491	Cep78	ENSMUST00000047704.8	3utr	0	69	4
ENSMUSG00000041491	Cep78	ENSMUST00000047704.8	5utr	0	109	8
ENSMUSG00000041491	Cep78	ENSMUST00000047704.8	cds	344	2370	284
ENSMUSG00000041498	Kif14	ENSMUST00000189413.7	3utr	749	3898	146
ENSMUSG00000041498	Kif14	ENSMUST00000189413.7	5utr	0	23	8
ENSMUSG00000041498	Kif14	ENSMUST00000189413.7	cds	919	5022	577
ENSMUSG00000041505	Gm3402	ENSMUST00000200228.5	3utr	0	181	0
ENSMUSG00000041505	Gm3402	ENSMUST00000200228.5	5utr	0	28	0
ENSMUSG00000041505	Gm3402	ENSMUST00000200228.5	cds	0	945	0
ENSMUSG00000041506	Rrp9	ENSMUST00000047721.10	3utr	4	82	28
ENSMUSG00000041506	Rrp9	ENSMUST00000047721.10	5utr	13	79	29
ENSMUSG00000041506	Rrp9	ENSMUST00000047721.10	cds	553	1425	1042
ENSMUSG00000041515	Irf8	ENSMUST00000047737.10	3utr	16	1522	2
ENSMUSG00000041515	Irf8	ENSMUST00000047737.10	5utr	0	53	0
ENSMUSG00000041515	Irf8	ENSMUST00000047737.10	cds	6	1272	12
ENSMUSG00000041523	Upk2	ENSMUST00000047740.4	3utr	0	261	1
ENSMUSG00000041523	Upk2	ENSMUST00000047740.4	5utr	0	270	0
ENSMUSG00000041523	Upk2	ENSMUST00000047740.4	cds	5	552	3
ENSMUSG00000041528	Rnf123	ENSMUST00000162355.8	3utr	0	171	3
ENSMUSG00000041528	Rnf123	ENSMUST00000162355.8	5utr	12	596	5
ENSMUSG00000041528	Rnf123	ENSMUST00000162355.8	cds	76	3960	154
ENSMUSG00000041530	Ago1	ENSMUST00000097888.10	3utr	581	4494	353
ENSMUSG00000041530	Ago1	ENSMUST00000097888.10	5utr	7	162	3
ENSMUSG00000041530	Ago1	ENSMUST00000097888.10	cds	550	2571	349
ENSMUSG00000041534	Rbp3	ENSMUST00000035695.10	3utr	0	1499	1
ENSMUSG00000041534	Rbp3	ENSMUST00000035695.10	5utr	0	94	0
ENSMUSG00000041534	Rbp3	ENSMUST00000035695.10	cds	0	3702	0
ENSMUSG00000041536	Serpina3a	ENSMUST00000185595.7	3utr	0	293	0
ENSMUSG00000041536	Serpina3a	ENSMUST00000185595.7	5utr	0	161	0
ENSMUSG00000041536	Serpina3a	ENSMUST00000185595.7	cds	0	1266	0
ENSMUSG00000041538	H2-Ob	ENSMUST00000095342.11	3utr	0	1788	0
ENSMUSG00000041538	H2-Ob	ENSMUST00000095342.11	5utr	0	69	0
ENSMUSG00000041538	H2-Ob	ENSMUST00000095342.11	cds	0	813	0
ENSMUSG00000041540	Sox5	ENSMUST00000038815.14	3utr	0	4842	0
ENSMUSG00000041540	Sox5	ENSMUST00000038815.14	5utr	0	112	0
ENSMUSG00000041540	Sox5	ENSMUST00000038815.14	cds	8	2289	1
ENSMUSG00000041544	Disp3	ENSMUST00000047720.9	3utr	0	995	0
ENSMUSG00000041544	Disp3	ENSMUST00000047720.9	5utr	0	246	0
ENSMUSG00000041544	Disp3	ENSMUST00000047720.9	cds	0	4041	3
ENSMUSG00000041548	Hspb8	ENSMUST00000036991.5	3utr	25	843	40
ENSMUSG00000041548	Hspb8	ENSMUST00000036991.5	5utr	2	385	24
ENSMUSG00000041548	Hspb8	ENSMUST00000036991.5	cds	0	588	33
ENSMUSG00000041550	Serpina5	ENSMUST00000021495.4	3utr	0	787	0
ENSMUSG00000041550	Serpina5	ENSMUST00000021495.4	5utr	0	160	0
ENSMUSG00000041550	Serpina5	ENSMUST00000021495.4	cds	1	1215	0
ENSMUSG00000041552	Ptchd1	ENSMUST00000038665.6	3utr	0	89	2
ENSMUSG00000041552	Ptchd1	ENSMUST00000038665.6	5utr	0	15	0
ENSMUSG00000041552	Ptchd1	ENSMUST00000038665.6	cds	9	2664	7
ENSMUSG00000041556	Fbxo2	ENSMUST00000047951.9	3utr	12	328	14
ENSMUSG00000041556	Fbxo2	ENSMUST00000047951.9	5utr	11	69	6
ENSMUSG00000041556	Fbxo2	ENSMUST00000047951.9	cds	39	891	48
ENSMUSG00000041559	Fmod	ENSMUST00000048183.8	3utr	0	1655	0
ENSMUSG00000041559	Fmod	ENSMUST00000048183.8	5utr	0	337	0
ENSMUSG00000041559	Fmod	ENSMUST00000048183.8	cds	0	1128	0
ENSMUSG00000041560	Nop53	ENSMUST00000044158.13	3utr	12	1703	69
ENSMUSG00000041560	Nop53	ENSMUST00000044158.13	5utr	1	21	12
ENSMUSG00000041560	Nop53	ENSMUST00000044158.13	cds	586	1452	1313
ENSMUSG00000041565	L3mbtl4	ENSMUST00000093007.6	3utr	0	3	0
ENSMUSG00000041565	L3mbtl4	ENSMUST00000093007.6	5utr	0	579	0
ENSMUSG00000041565	L3mbtl4	ENSMUST00000093007.6	cds	0	1863	1
ENSMUSG00000041566	Tssk1	ENSMUST00000046937.4	3utr	0	2475	1
ENSMUSG00000041566	Tssk1	ENSMUST00000046937.4	5utr	0	130	0
ENSMUSG00000041566	Tssk1	ENSMUST00000046937.4	cds	6	1095	0
ENSMUSG00000041567	Serpina12	ENSMUST00000043915.4	3utr	0	2253	0
ENSMUSG00000041567	Serpina12	ENSMUST00000043915.4	5utr	0	198	0
ENSMUSG00000041567	Serpina12	ENSMUST00000043915.4	cds	2	1239	0
ENSMUSG00000041570	Camsap2	ENSMUST00000192314.2	3utr	39	239	22
ENSMUSG00000041570	Camsap2	ENSMUST00000192314.2	5utr	0	261	9
ENSMUSG00000041570	Camsap2	ENSMUST00000192314.2	cds	1098	4416	245
ENSMUSG00000041571	Selenow	ENSMUST00000044355.11	3utr	72	350	68
ENSMUSG00000041571	Selenow	ENSMUST00000044355.11	5utr	5	122	48
ENSMUSG00000041571	Selenow	ENSMUST00000044355.11	cds	397	264	235
ENSMUSG00000041577	Prelp	ENSMUST00000048432.6	3utr	0	2305	0
ENSMUSG00000041577	Prelp	ENSMUST00000048432.6	5utr	0	176	0
ENSMUSG00000041577	Prelp	ENSMUST00000048432.6	cds	0	1134	0
ENSMUSG00000041578	Crx	ENSMUST00000044434.13	3utr	0	1836	1
ENSMUSG00000041578	Crx	ENSMUST00000044434.13	5utr	0	186	0
ENSMUSG00000041578	Crx	ENSMUST00000044434.13	cds	0	897	0
ENSMUSG00000041583	Obox6	ENSMUST00000108513.5	3utr	0	239	0
ENSMUSG00000041583	Obox6	ENSMUST00000108513.5	5utr	0	64	0
ENSMUSG00000041583	Obox6	ENSMUST00000108513.5	cds	0	1041	4
ENSMUSG00000041592	Sdk2	ENSMUST00000041627.14	3utr	28	4419	10
ENSMUSG00000041592	Sdk2	ENSMUST00000041627.14	5utr	0	340	0
ENSMUSG00000041592	Sdk2	ENSMUST00000041627.14	cds	54	6528	39
ENSMUSG00000041594	Tmtc4	ENSMUST00000037726.14	3utr	57	1027	11
ENSMUSG00000041594	Tmtc4	ENSMUST00000037726.14	5utr	11	166	3
ENSMUSG00000041594	Tmtc4	ENSMUST00000037726.14	cds	259	2223	73
ENSMUSG00000041598	Cdc42ep4	ENSMUST00000106616.2	3utr	232	1667	369
ENSMUSG00000041598	Cdc42ep4	ENSMUST00000106616.2	5utr	0	691	40
ENSMUSG00000041598	Cdc42ep4	ENSMUST00000106616.2	cds	74	1047	240
ENSMUSG00000041605	Inava	ENSMUST00000120339.8	3utr	11	798	60
ENSMUSG00000041605	Inava	ENSMUST00000120339.8	5utr	3	159	0
ENSMUSG00000041605	Inava	ENSMUST00000120339.8	cds	30	2031	248
ENSMUSG00000041607	Mbp	ENSMUST00000047865.14	3utr	7	1484	4
ENSMUSG00000041607	Mbp	ENSMUST00000047865.14	5utr	0	258	0
ENSMUSG00000041607	Mbp	ENSMUST00000047865.14	cds	0	750	3
ENSMUSG00000041608	Entpd3	ENSMUST00000047687.9	3utr	48	1788	0
ENSMUSG00000041608	Entpd3	ENSMUST00000047687.9	5utr	0	78	0
ENSMUSG00000041608	Entpd3	ENSMUST00000047687.9	cds	17	1587	2
ENSMUSG00000041609	Bicdl1	ENSMUST00000055408.13	3utr	30	1233	29
ENSMUSG00000041609	Bicdl1	ENSMUST00000055408.13	5utr	0	62	0
ENSMUSG00000041609	Bicdl1	ENSMUST00000055408.13	cds	79	1731	63
ENSMUSG00000041616	Nppa	ENSMUST00000103230.5	3utr	0	296	0
ENSMUSG00000041616	Nppa	ENSMUST00000103230.5	5utr	0	113	0
ENSMUSG00000041616	Nppa	ENSMUST00000103230.5	cds	0	456	0
ENSMUSG00000041617	Ccdc74a	ENSMUST00000056962.11	3utr	0	131	1
ENSMUSG00000041617	Ccdc74a	ENSMUST00000056962.11	5utr	0	50	0
ENSMUSG00000041617	Ccdc74a	ENSMUST00000056962.11	cds	8	1092	3
ENSMUSG00000041620	Mmp1b	ENSMUST00000047888.8	3utr	0	5	0
ENSMUSG00000041620	Mmp1b	ENSMUST00000047888.8	5utr	0	55	0
ENSMUSG00000041620	Mmp1b	ENSMUST00000047888.8	cds	0	1389	0
ENSMUSG00000041623	D11Wsu47e	ENSMUST00000042227.15	3utr	13	116	6
ENSMUSG00000041623	D11Wsu47e	ENSMUST00000042227.15	5utr	24	406	69
ENSMUSG00000041623	D11Wsu47e	ENSMUST00000042227.15	cds	137	1674	279
ENSMUSG00000041624	Gucy1a2	ENSMUST00000115733.3	3utr	0	28	0
ENSMUSG00000041624	Gucy1a2	ENSMUST00000115733.3	5utr	0	25	0
ENSMUSG00000041624	Gucy1a2	ENSMUST00000115733.3	cds	55	2190	3
ENSMUSG00000041625	Ggact	ENSMUST00000038075.12	3utr	22	495	6
ENSMUSG00000041625	Ggact	ENSMUST00000038075.12	5utr	0	134	6
ENSMUSG00000041625	Ggact	ENSMUST00000038075.12	cds	5	447	29
ENSMUSG00000041629	Fam104a	ENSMUST00000120194.2	3utr	376	1994	237
ENSMUSG00000041629	Fam104a	ENSMUST00000120194.2	5utr	26	70	1
ENSMUSG00000041629	Fam104a	ENSMUST00000120194.2	cds	13	555	161
ENSMUSG00000041632	Mrps27	ENSMUST00000052249.7	3utr	31	587	145
ENSMUSG00000041632	Mrps27	ENSMUST00000052249.7	5utr	0	17	0
ENSMUSG00000041632	Mrps27	ENSMUST00000052249.7	cds	132	1245	399
ENSMUSG00000041633	Kctd12b	ENSMUST00000112572.3	3utr	71	3662	15
ENSMUSG00000041633	Kctd12b	ENSMUST00000112572.3	5utr	0	313	0
ENSMUSG00000041633	Kctd12b	ENSMUST00000112572.3	cds	4	876	3
ENSMUSG00000041638	Gcn1	ENSMUST00000064454.12	3utr	80	507	57
ENSMUSG00000041638	Gcn1	ENSMUST00000064454.12	5utr	1	35	4
ENSMUSG00000041638	Gcn1	ENSMUST00000064454.12	cds	735	8013	1835
ENSMUSG00000041642	Kif21b	ENSMUST00000075164.11	3utr	54	3910	113
ENSMUSG00000041642	Kif21b	ENSMUST00000075164.11	5utr	0	333	0
ENSMUSG00000041642	Kif21b	ENSMUST00000075164.11	cds	180	4872	164
ENSMUSG00000041644	Slc5a12	ENSMUST00000111026.3	3utr	0	1366	0
ENSMUSG00000041644	Slc5a12	ENSMUST00000111026.3	5utr	0	295	0
ENSMUSG00000041644	Slc5a12	ENSMUST00000111026.3	cds	0	1857	0
ENSMUSG00000041645	Ddx24	ENSMUST00000044923.15	3utr	31	233	43
ENSMUSG00000041645	Ddx24	ENSMUST00000044923.15	5utr	2	46	14
ENSMUSG00000041645	Ddx24	ENSMUST00000044923.15	cds	808	2571	810
ENSMUSG00000041649	Klf8	ENSMUST00000112574.9	3utr	310	3267	150
ENSMUSG00000041649	Klf8	ENSMUST00000112574.9	5utr	0	420	10
ENSMUSG00000041649	Klf8	ENSMUST00000112574.9	cds	19	1065	57
ENSMUSG00000041650	Pcca	ENSMUST00000038374.13	3utr	4	392	0
ENSMUSG00000041650	Pcca	ENSMUST00000038374.13	5utr	0	28	1
ENSMUSG00000041650	Pcca	ENSMUST00000038374.13	cds	168	2172	55
ENSMUSG00000041653	Pnpla3	ENSMUST00000045289.6	3utr	0	124	0
ENSMUSG00000041653	Pnpla3	ENSMUST00000045289.6	5utr	0	37	1
ENSMUSG00000041653	Pnpla3	ENSMUST00000045289.6	cds	6	1152	25
ENSMUSG00000041654	Slc39a11	ENSMUST00000071539.10	3utr	917	1567	124
ENSMUSG00000041654	Slc39a11	ENSMUST00000071539.10	5utr	9	92	16
ENSMUSG00000041654	Slc39a11	ENSMUST00000071539.10	cds	383	1005	109
ENSMUSG00000041658	Rragb	ENSMUST00000039720.11	3utr	3	633	32
ENSMUSG00000041658	Rragb	ENSMUST00000039720.11	5utr	10	503	61
ENSMUSG00000041658	Rragb	ENSMUST00000039720.11	cds	47	1122	153
ENSMUSG00000041660	Bbox1	ENSMUST00000046233.9	3utr	0	2760	0
ENSMUSG00000041660	Bbox1	ENSMUST00000046233.9	5utr	0	109	0
ENSMUSG00000041660	Bbox1	ENSMUST00000046233.9	cds	0	1161	0
ENSMUSG00000041669	Prima1	ENSMUST00000074416.10	3utr	0	344	2
ENSMUSG00000041669	Prima1	ENSMUST00000074416.10	5utr	0	106	0
ENSMUSG00000041669	Prima1	ENSMUST00000074416.10	cds	0	459	5
ENSMUSG00000041670	Rims1	ENSMUST00000164877.8	3utr	72	1510	13
ENSMUSG00000041670	Rims1	ENSMUST00000164877.8	5utr	0	127	5
ENSMUSG00000041670	Rims1	ENSMUST00000164877.8	cds	25	657	16
ENSMUSG00000041671	Pyroxd1	ENSMUST00000041852.8	3utr	87	1258	7
ENSMUSG00000041671	Pyroxd1	ENSMUST00000041852.8	5utr	0	79	2
ENSMUSG00000041671	Pyroxd1	ENSMUST00000041852.8	cds	109	1494	48
ENSMUSG00000041673	Lrrc18	ENSMUST00000038956.12	3utr	0	1445	0
ENSMUSG00000041673	Lrrc18	ENSMUST00000038956.12	5utr	0	356	0
ENSMUSG00000041673	Lrrc18	ENSMUST00000038956.12	cds	0	786	0
ENSMUSG00000041679	Lrrc29	ENSMUST00000070508.8	3utr	3	439	1
ENSMUSG00000041679	Lrrc29	ENSMUST00000070508.8	5utr	0	985	3
ENSMUSG00000041679	Lrrc29	ENSMUST00000070508.8	cds	0	498	3
ENSMUSG00000041681	Iapp	ENSMUST00000041993.3	3utr	0	460	0
ENSMUSG00000041681	Iapp	ENSMUST00000041993.3	5utr	0	100	0
ENSMUSG00000041681	Iapp	ENSMUST00000041993.3	cds	0	279	0
ENSMUSG00000041684	Bivm	ENSMUST00000114709.3	3utr	116	1631	40
ENSMUSG00000041684	Bivm	ENSMUST00000114709.3	5utr	5	433	13
ENSMUSG00000041684	Bivm	ENSMUST00000114709.3	cds	162	1506	78
ENSMUSG00000041685	Fcho2	ENSMUST00000040340.16	3utr	229	2354	77
ENSMUSG00000041685	Fcho2	ENSMUST00000040340.16	5utr	0	341	1
ENSMUSG00000041685	Fcho2	ENSMUST00000040340.16	cds	351	2427	214
ENSMUSG00000041688	Amot	ENSMUST00000138187.8	3utr	0	378	0
ENSMUSG00000041688	Amot	ENSMUST00000138187.8	cds	47	2014	29
ENSMUSG00000041695	Kcnj2	ENSMUST00000042970.3	3utr	14	3754	4
ENSMUSG00000041695	Kcnj2	ENSMUST00000042970.3	5utr	0	406	0
ENSMUSG00000041695	Kcnj2	ENSMUST00000042970.3	cds	5	1284	2
ENSMUSG00000041696	Rasl12	ENSMUST00000085453.6	3utr	11	1552	5
ENSMUSG00000041696	Rasl12	ENSMUST00000085453.6	5utr	0	40	0
ENSMUSG00000041696	Rasl12	ENSMUST00000085453.6	cds	0	798	0
ENSMUSG00000041697	Cox6a1	ENSMUST00000040154.9	3utr	439	204	433
ENSMUSG00000041697	Cox6a1	ENSMUST00000040154.9	5utr	6	31	9
ENSMUSG00000041697	Cox6a1	ENSMUST00000040154.9	cds	176	336	692
ENSMUSG00000041698	Slco1a1	ENSMUST00000042119.6	3utr	0	1061	0
ENSMUSG00000041698	Slco1a1	ENSMUST00000042119.6	5utr	0	324	0
ENSMUSG00000041698	Slco1a1	ENSMUST00000042119.6	cds	0	2010	0
ENSMUSG00000041700	Lhfpl1	ENSMUST00000040084.10	3utr	0	790	0
ENSMUSG00000041700	Lhfpl1	ENSMUST00000040084.10	5utr	0	380	0
ENSMUSG00000041700	Lhfpl1	ENSMUST00000040084.10	cds	0	660	0
ENSMUSG00000041702	Btbd7	ENSMUST00000223554.2	3utr	529	4317	174
ENSMUSG00000041702	Btbd7	ENSMUST00000223554.2	5utr	6	450	15
ENSMUSG00000041702	Btbd7	ENSMUST00000223554.2	cds	325	3390	217
ENSMUSG00000041703	Zic5	ENSMUST00000039118.7	3utr	630	2541	127
ENSMUSG00000041703	Zic5	ENSMUST00000039118.7	5utr	0	360	0
ENSMUSG00000041703	Zic5	ENSMUST00000039118.7	cds	36	1866	83
ENSMUSG00000041707	Tmem273	ENSMUST00000039191.8	3utr	0	1116	0
ENSMUSG00000041707	Tmem273	ENSMUST00000039191.8	5utr	0	88	0
ENSMUSG00000041707	Tmem273	ENSMUST00000039191.8	cds	0	285	0
ENSMUSG00000041708	Mpped1	ENSMUST00000109470.8	3utr	0	2121	3
ENSMUSG00000041708	Mpped1	ENSMUST00000109470.8	5utr	0	182	0
ENSMUSG00000041708	Mpped1	ENSMUST00000109470.8	cds	0	978	1
ENSMUSG00000041710	Trpc5	ENSMUST00000040184.4	3utr	0	830	0
ENSMUSG00000041710	Trpc5	ENSMUST00000040184.4	5utr	0	403	0
ENSMUSG00000041710	Trpc5	ENSMUST00000040184.4	cds	0	2925	0
ENSMUSG00000041712	Ubr7	ENSMUST00000046404.8	3utr	700	1924	465
ENSMUSG00000041712	Ubr7	ENSMUST00000046404.8	5utr	4	62	13
ENSMUSG00000041712	Ubr7	ENSMUST00000046404.8	cds	1012	1275	609
ENSMUSG00000041716	Gm20604	ENSMUST00000174651.2	3utr	224	1643	79
