gene_id	gene_id_base	gene_name	transcript_id	chrom	strand	transcript_length	cds_length	utr_length	selection_score
ENSMUSG00000025085.17	ENSMUSG00000025085	Ablim1	ENSMUST00000111524.8	chr19	-	1251	804	447	1|0|0|1|804|1251
ENSMUSG00000025086.14	ENSMUSG00000025086	Trub1	ENSMUST00000026073.14	chr19	+	3789	1014	2775	1|1|1|1|1014|3789
ENSMUSG00000025089.16	ENSMUSG00000025089	Gfra1	ENSMUST00000026076.14	chr19	-	4641	1404	3237	1|1|1|1|1404|4641
ENSMUSG00000025090.10	ENSMUSG00000025090	Ccdc172	ENSMUST00000069419.8	chr19	+	1009	801	208	1|1|1|1|801|1009
ENSMUSG00000025091.5	ENSMUSG00000025091	Pnliprp2	ENSMUST00000026081.5	chr19	+	1572	1446	126	1|1|1|1|1446|1572
ENSMUSG00000025092.8	ENSMUSG00000025092	Hspa12a	ENSMUST00000066285.6	chr19	-	5734	2025	3709	1|1|1|1|2025|5734
ENSMUSG00000025094.9	ENSMUSG00000025094	Slc18a2	ENSMUST00000026084.5	chr19	+	3785	1551	2234	1|1|1|1|1551|3785
ENSMUSG00000025154.16	ENSMUSG00000025154	Arhgap19	ENSMUST00000026150.15	chr19	-	5103	1482	3621	1|1|1|1|1482|5103
ENSMUSG00000025157.9	ENSMUSG00000025157	Zdhhc16	ENSMUST00000026154.9	chr19	+	1821	1083	738	1|1|1|1|1083|1821
ENSMUSG00000025159.9	ENSMUSG00000025159	Mms19	ENSMUST00000171561.8	chr19	-	6607	3093	3514	1|1|1|1|3093|6607
ENSMUSG00000025171.3	ENSMUSG00000025171	Ubtd1	ENSMUST00000026170.3	chr19	+	1529	681	848	1|1|1|1|681|1529
ENSMUSG00000025172.4	ENSMUSG00000025172	Ankrd2	ENSMUST00000026172.3	chr19	+	1100	984	116	1|1|1|1|984|1100
ENSMUSG00000025176.15	ENSMUSG00000025176	Hoga1	ENSMUST00000081714.5	chr19	+	1668	963	705	1|1|1|1|963|1668
ENSMUSG00000025178.10	ENSMUSG00000025178	Pi4k2a	ENSMUST00000066778.6	chr19	+	3604	1437	2167	1|1|1|1|1437|3604
ENSMUSG00000025184.11	ENSMUSG00000025184	R3hcc1l	ENSMUST00000026188.10	chr19	+	4112	2325	1787	1|1|1|1|2325|4112
ENSMUSG00000025185.15	ENSMUSG00000025185	Loxl4	ENSMUST00000026190.14	chr19	-	3738	2271	1467	1|1|1|1|2271|3738
ENSMUSG00000025188.16	ENSMUSG00000025188	Hps1	ENSMUST00000162004.8	chr19	-	2847	2112	735	1|1|1|1|2112|2847
ENSMUSG00000025189.10	ENSMUSG00000025189	Cnnm1	ENSMUST00000165311.3	chr19	+	5037	2853	2184	1|1|1|1|2853|5037
ENSMUSG00000025190.14	ENSMUSG00000025190	Got1	ENSMUST00000026196.14	chr19	-	2058	1239	819	1|1|1|1|1239|2058
ENSMUSG00000025192.14	ENSMUSG00000025192	Entpd7	ENSMUST00000081079.6	chr19	+	5911	1818	4093	1|1|1|1|1818|5911
ENSMUSG00000025193.15	ENSMUSG00000025193	Cutc	ENSMUST00000112047.10	chr19	+	1233	816	417	1|1|1|1|816|1233
ENSMUSG00000025194.6	ENSMUSG00000025194	Abcc2	ENSMUST00000026208.6	chr19	+	8027	4629	3398	1|1|1|1|4629|8027
ENSMUSG00000025195.10	ENSMUSG00000025195	Dnmbp	ENSMUST00000212592.2	chr19	-	3901	2469	1432	1|0|1|1|2469|3901
ENSMUSG00000025196.5	ENSMUSG00000025196	Cpn1	ENSMUST00000026210.5	chr19	-	1828	1371	457	1|1|1|1|1371|1828
ENSMUSG00000025197.10	ENSMUSG00000025197	Cyp2c23	ENSMUST00000026211.10	chr19	-	1916	1482	434	1|1|1|1|1482|1916
ENSMUSG00000025198.17	ENSMUSG00000025198	Erlin1	ENSMUST00000170801.8	chr19	-	3172	1044	2128	1|1|1|1|1044|3172
ENSMUSG00000025199.17	ENSMUSG00000025199	Chuk	ENSMUST00000026217.11	chr19	-	3502	2235	1267	1|1|1|1|2235|3502
ENSMUSG00000025200.8	ENSMUSG00000025200	Cwf19l1	ENSMUST00000026218.7	chr19	-	3581	1611	1970	1|1|1|1|1611|3581
ENSMUSG00000025202.9	ENSMUSG00000025202	Scd3	ENSMUST00000026220.7	chr19	+	3489	1077	2412	1|1|1|1|1077|3489
ENSMUSG00000025203.7	ENSMUSG00000025203	Scd2	ENSMUST00000026221.7	chr19	+	5455	1074	4381	1|1|1|1|1074|5455
ENSMUSG00000025204.11	ENSMUSG00000025204	Ndufb8	ENSMUST00000026222.11	chr19	-	680	558	122	1|1|1|1|558|680
ENSMUSG00000025207.17	ENSMUSG00000025207	Sema4g	ENSMUST00000026225.15	chr19	+	4548	2511	2037	1|1|1|1|2511|4548
ENSMUSG00000025208.10	ENSMUSG00000025208	Mrpl43	ENSMUST00000097715.4	chr19	-	1398	477	921	1|1|1|1|477|1398
ENSMUSG00000025209.6	ENSMUSG00000025209	Twnk	ENSMUST00000026227.3	chr19	+	3488	2055	1433	1|1|1|1|2055|3488
ENSMUSG00000025212.18	ENSMUSG00000025212	Sfxn3	ENSMUST00000062213.13	chr19	+	2867	963	1904	1|1|1|1|963|2867
ENSMUSG00000025213.12	ENSMUSG00000025213	Kazald1	ENSMUST00000111948.8	chr19	+	1625	939	686	1|1|1|1|939|1625
ENSMUSG00000025215.11	ENSMUSG00000025215	Tlx1	ENSMUST00000026236.11	chr19	+	2065	999	1066	1|1|1|1|999|2065
ENSMUSG00000025216.10	ENSMUSG00000025216	Lbx1	ENSMUST00000099401.6	chr19	-	2484	846	1638	1|1|1|1|846|2484
ENSMUSG00000025217.16	ENSMUSG00000025217	Btrc	ENSMUST00000065601.13	chr19	+	2978	1815	1163	1|1|1|1|1815|2978
ENSMUSG00000025218.7	ENSMUSG00000025218	Poll	ENSMUST00000026239.7	chr19	-	2324	1719	605	1|1|1|1|1719|2324
ENSMUSG00000025219.14	ENSMUSG00000025219	Fgf8	ENSMUST00000026240.14	chr19	-	1117	732	385	1|1|1|1|732|1117
ENSMUSG00000025220.9	ENSMUSG00000025220	Oga	ENSMUST00000026243.5	chr19	-	5057	2748	2309	1|1|1|1|2748|5057
ENSMUSG00000025221.17	ENSMUSG00000025221	Kcnip2	ENSMUST00000162528.9	chr19	-	2395	810	1585	1|0|1|1|810|2395
ENSMUSG00000025223.16	ENSMUSG00000025223	Ldb1	ENSMUST00000056931.14	chr19	-	2295	1125	1170	1|1|1|1|1125|2295
ENSMUSG00000025224.17	ENSMUSG00000025224	Gbf1	ENSMUST00000026254.14	chr19	+	6450	5583	867	1|1|1|1|5583|6450
ENSMUSG00000025225.16	ENSMUSG00000025225	Nfkb2	ENSMUST00000111881.4	chr19	+	3141	2697	444	1|1|1|1|2697|3141
ENSMUSG00000025226.12	ENSMUSG00000025226	Fbxl15	ENSMUST00000026256.9	chr19	+	1348	900	448	1|1|1|1|900|1348
ENSMUSG00000025227.15	ENSMUSG00000025227	Mfsd13a	ENSMUST00000086969.13	chr19	+	2278	1557	721	1|1|1|1|1557|2278
ENSMUSG00000025228.6	ENSMUSG00000025228	Actr1a	ENSMUST00000040270.6	chr19	-	2757	1128	1629	1|1|1|1|1128|2757
ENSMUSG00000025229.16	ENSMUSG00000025229	Pitx3	ENSMUST00000026259.16	chr19	-	1380	906	474	1|1|1|1|906|1380
ENSMUSG00000025231.18	ENSMUSG00000025231	Sufu	ENSMUST00000039922.13	chr19	+	4522	1452	3070	1|1|1|1|1452|4522
ENSMUSG00000026931.11	ENSMUSG00000026931	1700019N19Rik	ENSMUST00000028299.11	chr19	-	970	711	259	1|1|1|1|711|970
ENSMUSG00000032648.15	ENSMUSG00000032648	Pygm	ENSMUST00000035269.15	chr19	+	2874	2526	348	1|1|1|1|2526|2874
ENSMUSG00000032702.17	ENSMUSG00000032702	Kank1	ENSMUST00000146647.3	chr19	+	3655	3441	214	1|0|0|0|3441|3655
ENSMUSG00000032773.10	ENSMUSG00000032773	Chrm1	ENSMUST00000163785.2	chr19	+	6271	1380	4891	1|1|1|1|1380|6271
ENSMUSG00000032808.3	ENSMUSG00000032808	Cyp2c38	ENSMUST00000035488.3	chr19	-	2869	1470	1399	1|1|1|1|1470|2869
ENSMUSG00000032946.17	ENSMUSG00000032946	Rasgrp2	ENSMUST00000113472.8	chr19	+	2124	423	1701	1|0|0|1|423|2124
ENSMUSG00000033033.11	ENSMUSG00000033033	Calhm2	ENSMUST00000035822.2	chr19	-	2458	969	1489	1|1|1|1|969|2458
ENSMUSG00000033053.5	ENSMUSG00000033053	1700028P14Rik	ENSMUST00000035849.5	chr19	-	875	684	191	1|1|1|1|684|875
ENSMUSG00000033207.8	ENSMUSG00000033207	Mamdc2	ENSMUST00000036069.8	chr19	-	3414	2058	1356	1|1|1|1|2058|3414
ENSMUSG00000033417.17	ENSMUSG00000033417	Cacul1	ENSMUST00000081790.15	chr19	-	5792	1131	4661	1|1|1|1|1131|5792
ENSMUSG00000033478.6	ENSMUSG00000033478	Fam160b1	ENSMUST00000036407.6	chr19	+	5951	2292	3659	1|1|1|1|2292|5951
ENSMUSG00000033610.17	ENSMUSG00000033610	Pank1	ENSMUST00000112460.3	chr19	-	2760	1119	1641	1|1|1|1|1119|2760
ENSMUSG00000033717.7	ENSMUSG00000033717	Adra2a	ENSMUST00000036700.7	chr19	+	4832	1395	3437	0|1|1|1|1395|4832
ENSMUSG00000033760.18	ENSMUSG00000033760	Rbm4b	ENSMUST00000036744.8	chr19	+	1783	1071	712	1|1|1|1|1071|1783
ENSMUSG00000033768.18	ENSMUSG00000033768	Nrxn2	ENSMUST00000113462.8	chr19	+	6667	5109	1558	1|1|1|1|5109|6667
ENSMUSG00000033863.3	ENSMUSG00000033863	Klf9	ENSMUST00000036884.3	chr19	+	4486	732	3754	1|1|1|1|732|4486
ENSMUSG00000034108.7	ENSMUSG00000034108	Ccs	ENSMUST00000037246.7	chr19	-	1067	822	245	1|1|1|1|822|1067
ENSMUSG00000034117.4	ENSMUSG00000034117	Ptgdr2	ENSMUST00000037261.4	chr19	+	2644	1146	1498	1|1|1|1|1146|2644
ENSMUSG00000034321.15	ENSMUSG00000034321	Exosc1	ENSMUST00000075280.12	chr19	-	1018	585	433	1|1|1|1|585|1018
ENSMUSG00000034336.4	ENSMUSG00000034336	Ina	ENSMUST00000037636.4	chr19	+	3240	1503	1737	1|1|1|1|1503|3240
ENSMUSG00000034371.10	ENSMUSG00000034371	Tkfc	ENSMUST00000037678.7	chr19	-	2253	1734	519	1|1|1|1|1734|2253
ENSMUSG00000034445.9	ENSMUSG00000034445	Cyb561a3	ENSMUST00000237814.2	chr19	+	3130	726	2404	0|1|1|1|726|3130
ENSMUSG00000034459.9	ENSMUSG00000034459	Ifit1	ENSMUST00000102824.4	chr19	+	2656	1389	1267	1|1|1|1|1389|2656
ENSMUSG00000034616.18	ENSMUSG00000034616	Ssh3	ENSMUST00000037992.16	chr19	-	2736	1947	789	1|1|1|1|1947|2736
ENSMUSG00000034659.15	ENSMUSG00000034659	Tmem109	ENSMUST00000038128.15	chr19	-	2188	729	1459	1|1|1|1|729|2188
ENSMUSG00000034765.7	ENSMUSG00000034765	Dusp5	ENSMUST00000038287.7	chr19	+	2473	1152	1321	0|1|1|1|1152|2473
ENSMUSG00000034820.5	ENSMUSG00000034820	Cpsf7	ENSMUST00000038379.5	chr19	+	3500	1413	2087	1|1|1|1|1413|3500
ENSMUSG00000035049.5	ENSMUSG00000035049	Rrp12	ENSMUST00000038677.5	chr19	-	4340	3885	455	1|1|1|1|3885|4340
ENSMUSG00000035171.10	ENSMUSG00000035171	1110059E24Rik	ENSMUST00000038830.10	chr19	-	1614	465	1149	1|1|1|1|465|1614
ENSMUSG00000035173.15	ENSMUSG00000035173	Ccdc186	ENSMUST00000076085.4	chr19	-	2754	2751	3	1|1|1|1|2751|2754
ENSMUSG00000035179.5	ENSMUSG00000035179	Ppp1r32	ENSMUST00000038842.5	chr19	-	1507	1281	226	1|1|1|1|1281|1507
ENSMUSG00000035283.6	ENSMUSG00000035283	Adrb1	ENSMUST00000038949.6	chr19	+	2952	1398	1554	0|1|1|1|1398|2952
ENSMUSG00000035342.15	ENSMUSG00000035342	Lzts2	ENSMUST00000039016.14	chr19	+	3062	2013	1049	1|1|1|1|2013|3062
ENSMUSG00000035372.3	ENSMUSG00000035372	1810055G02Rik	ENSMUST00000039048.2	chr19	+	1882	1176	706	1|1|1|1|1176|1882
ENSMUSG00000035735.11	ENSMUSG00000035735	Dagla	ENSMUST00000039327.11	chr19	-	5634	3132	2502	0|1|1|1|3132|5634
ENSMUSG00000035783.10	ENSMUSG00000035783	Acta2	ENSMUST00000039631.10	chr19	-	2035	1131	904	1|1|1|1|1131|2035
ENSMUSG00000035804.6	ENSMUSG00000035804	Ins1	ENSMUST00000039652.6	chr19	+	1062	324	738	1|1|1|1|324|1062
ENSMUSG00000035818.15	ENSMUSG00000035818	Plekhs1	ENSMUST00000039666.8	chr19	+	2378	1422	956	1|1|1|1|1422|2378
ENSMUSG00000035885.6	ENSMUSG00000035885	Cox8a	ENSMUST00000039758.6	chr19	-	550	207	343	1|1|1|1|207|550
ENSMUSG00000036097.9	ENSMUSG00000036097	Slf2	ENSMUST00000096053.5	chr19	+	6249	3489	2760	1|1|1|1|3489|6249
ENSMUSG00000036098.16	ENSMUSG00000036098	Myrf	ENSMUST00000186056.7	chr19	-	3636	2811	825	1|0|0|1|2811|3636
ENSMUSG00000036192.16	ENSMUSG00000036192	Rorb	ENSMUST00000112832.8	chr19	-	9293	1377	7916	1|1|1|1|1377|9293
ENSMUSG00000036278.8	ENSMUSG00000036278	Macrod1	ENSMUST00000040261.7	chr19	+	1228	969	259	1|1|1|1|969|1228
ENSMUSG00000036372.15	ENSMUSG00000036372	Tmem258	ENSMUST00000040372.14	chr19	+	606	237	369	1|1|1|1|237|606
ENSMUSG00000036450.5	ENSMUSG00000036450	Hif1an	ENSMUST00000040455.5	chr19	+	6194	1047	5147	1|1|1|1|1047|6194
ENSMUSG00000036748.17	ENSMUSG00000036748	Cuedc2	ENSMUST00000167861.8	chr19	-	1941	852	1089	0|1|1|1|852|1941
ENSMUSG00000036908.18	ENSMUSG00000036908	Unc93b1	ENSMUST00000162708.7	chr19	+	2266	1857	409	1|1|1|1|1857|2266
ENSMUSG00000036961.6	ENSMUSG00000036961	Wnt8b	ENSMUST00000041163.5	chr19	+	3376	1104	2272	1|1|1|1|1104|3376
ENSMUSG00000037071.4	ENSMUSG00000037071	Scd1	ENSMUST00000041331.4	chr19	-	4832	1065	3767	1|1|1|1|1065|4832
ENSMUSG00000037126.17	ENSMUSG00000037126	Psd	ENSMUST00000041391.5	chr19	-	3900	3072	828	1|1|1|1|3072|3900
ENSMUSG00000037263.14	ENSMUSG00000037263	Aldh3b3	ENSMUST00000025794.7	chr19	+	896	260	636	1|0|0|0|260|896
ENSMUSG00000037349.10	ENSMUSG00000037349	Nudt22	ENSMUST00000041686.10	chr19	-	1000	924	76	1|1|1|1|924|1000
ENSMUSG00000037418.7	ENSMUSG00000037418	Best1	ENSMUST00000117346.2	chr19	-	2080	1653	427	0|1|1|1|1653|2080
ENSMUSG00000037451.9	ENSMUSG00000037451	Slc22a20	ENSMUST00000041827.8	chr19	-	1897	1668	229	1|1|1|1|1668|1897
ENSMUSG00000037477.9	ENSMUSG00000037477	Tbx10	ENSMUST00000041871.9	chr19	+	1778	1155	623	1|1|1|1|1155|1778
ENSMUSG00000037578.5	ENSMUSG00000037578	Pkd2l1	ENSMUST00000042026.5	chr19	-	3321	2280	1041	1|1|1|1|2280|3321
ENSMUSG00000037847.15	ENSMUSG00000037847	Nmrk1	ENSMUST00000042392.14	chr19	+	1357	585	772	1|1|1|1|585|1357
ENSMUSG00000037916.15	ENSMUSG00000037916	Ndufv1	ENSMUST00000042497.14	chr19	-	1661	1392	269	1|1|1|1|1392|1661
ENSMUSG00000038155.12	ENSMUSG00000038155	Gstp2	ENSMUST00000042700.12	chr19	-	797	630	167	1|1|1|1|630|797
ENSMUSG00000038274.14	ENSMUSG00000038274	Fau	ENSMUST00000179142.2	chr19	+	736	399	337	1|1|1|1|399|736
ENSMUSG00000038498.5	ENSMUSG00000038498	Catsper1	ENSMUST00000043380.5	chr19	+	2188	2058	130	1|1|1|1|2058|2188
ENSMUSG00000038658.16	ENSMUSG00000038658	Ric1	ENSMUST00000043610.13	chr19	+	7190	4266	2924	0|1|1|1|4266|7190
ENSMUSG00000038754.6	ENSMUSG00000038754	Elovl3	ENSMUST00000043739.6	chr19	+	1593	744	849	1|0|0|1|744|1593
ENSMUSG00000038812.17	ENSMUSG00000038812	Trmt112	ENSMUST00000116551.10	chr19	+	985	375	610	1|1|1|1|375|985
ENSMUSG00000038843.19	ENSMUSG00000038843	Gcnt1	ENSMUST00000174236.8	chr19	-	4606	1284	3322	1|1|1|1|1284|4606
ENSMUSG00000039097.6	ENSMUSG00000039097	Rln1	ENSMUST00000044143.6	chr19	-	745	555	190	1|1|1|1|555|745
ENSMUSG00000039126.11	ENSMUSG00000039126	Prune2	ENSMUST00000087689.5	chr19	+	12512	9252	3260	0|1|1|1|9252|12512
ENSMUSG00000039148.6	ENSMUSG00000039148	Sart1	ENSMUST00000044207.5	chr19	-	5091	2418	2673	1|1|1|1|2418|5091
ENSMUSG00000039330.6	ENSMUSG00000039330	Tsga10ip	ENSMUST00000044527.5	chr19	-	487	471	16	1|0|0|1|471|487
ENSMUSG00000039652.17	ENSMUSG00000039652	Cpeb3	ENSMUST00000079754.11	chr19	-	5899	2148	3751	1|1|1|1|2148|5899
ENSMUSG00000039699.15	ENSMUSG00000039699	Batf2	ENSMUST00000045042.8	chr19	+	1391	831	560	1|1|1|1|831|1391
ENSMUSG00000039901.11	ENSMUSG00000039901	Armh3	ENSMUST00000045396.9	chr19	-	3676	2067	1609	0|1|1|1|2067|3676
ENSMUSG00000039982.9	ENSMUSG00000039982	Dtx4	ENSMUST00000045521.9	chr19	-	5226	1848	3378	1|1|1|1|1848|5226
ENSMUSG00000040018.10	ENSMUSG00000040018	Cox15	ENSMUST00000045562.6	chr19	-	4798	1239	3559	1|1|1|1|1239|4798
ENSMUSG00000040022.15	ENSMUSG00000040022	Rab11fip2	ENSMUST00000051996.13	chr19	-	4482	1587	2895	1|0|1|1|1587|4482
ENSMUSG00000040065.9	ENSMUSG00000040065	Pfpl	ENSMUST00000168148.2	chr19	+	3918	2106	1812	1|1|1|1|2106|3918
ENSMUSG00000040105.4	ENSMUSG00000040105	Plpp6	ENSMUST00000045674.4	chr19	+	2859	876	1983	0|1|1|1|876|2859
ENSMUSG00000040247.7	ENSMUSG00000040247	Tbc1d10c	ENSMUST00000045864.4	chr19	-	1658	1281	377	1|0|0|1|1281|1658
ENSMUSG00000040385.8	ENSMUSG00000040385	Ppp1ca	ENSMUST00000046094.6	chr19	+	1473	990	483	1|1|1|1|990|1473
ENSMUSG00000040414.9	ENSMUSG00000040414	Slc25a28	ENSMUST00000046038.9	chr19	-	1535	1092	443	1|1|1|1|1092|1535
ENSMUSG00000040451.19	ENSMUSG00000040451	Sgms1	ENSMUST00000142618.8	chr19	-	4036	1257	2779	1|1|1|1|1257|4036
ENSMUSG00000040565.9	ENSMUSG00000040565	Btaf1	ENSMUST00000099494.4	chr19	+	7204	5544	1660	1|1|1|1|5544|7204
ENSMUSG00000040663.10	ENSMUSG00000040663	Clcf1	ENSMUST00000046506.7	chr19	+	1847	675	1172	1|1|1|1|675|1847
ENSMUSG00000040901.9	ENSMUSG00000040901	Kcnk18	ENSMUST00000065204.8	chr19	+	3470	1182	2288	1|1|1|1|1182|3470
ENSMUSG00000040913.12	ENSMUSG00000040913	Fbxw4	ENSMUST00000046869.11	chr19	-	2068	1230	838	1|1|1|1|1230|2068
ENSMUSG00000040929.18	ENSMUSG00000040929	Rfx3	ENSMUST00000174850.8	chr19	-	2743	2247	496	1|1|1|1|2247|2743
ENSMUSG00000041035.10	ENSMUSG00000041035	Gm17018	ENSMUST00000047057.9	chr19	+	1353	609	744	1|1|1|1|609|1353
ENSMUSG00000041180.14	ENSMUSG00000041180	Hectd2	ENSMUST00000047247.12	chr19	+	4731	2322	2409	1|1|1|1|2322|4731
ENSMUSG00000041360.9	ENSMUSG00000041360	Pum3	ENSMUST00000076219.6	chr19	-	3471	1944	1527	1|1|1|1|1944|3471
ENSMUSG00000041362.18	ENSMUSG00000041362	Shtn1	ENSMUST00000163821.3	chr19	-	3769	1368	2401	1|1|1|1|1368|3769
ENSMUSG00000041488.17	ENSMUSG00000041488	Stx3	ENSMUST00000069285.6	chr19	-	2810	867	1943	1|1|1|1|867|2810
ENSMUSG00000041491.9	ENSMUSG00000041491	Cep78	ENSMUST00000047704.8	chr19	-	2548	2370	178	1|1|1|1|2370|2548
ENSMUSG00000041731.14	ENSMUSG00000041731	Pgm5	ENSMUST00000047666.5	chr19	-	3239	1701	1538	1|1|1|1|1701|3239
ENSMUSG00000041845.12	ENSMUSG00000041845	Rhod	ENSMUST00000048197.10	chr19	-	1344	630	714	1|1|1|1|630|1344
ENSMUSG00000041857.11	ENSMUSG00000041857	Oosp1	ENSMUST00000048214.9	chr19	-	972	606	366	1|1|1|1|606|972
ENSMUSG00000042041.8	ENSMUSG00000042041	2010003K11Rik	ENSMUST00000048482.8	chr19	-	1167	372	795	1|1|1|1|372|1167
ENSMUSG00000042179.7	ENSMUSG00000042179	Pnliprp1	ENSMUST00000048644.6	chr19	+	1619	1419	200	1|1|1|1|1419|1619
ENSMUSG00000042248.5	ENSMUSG00000042248	Cyp2c37	ENSMUST00000049178.3	chr19	+	1824	1470	354	1|1|1|1|1470|1824
ENSMUSG00000042372.6	ENSMUSG00000042372	Dmrt3	ENSMUST00000048935.6	chr19	+	2391	1428	963	1|1|1|1|1428|2391
ENSMUSG00000042401.9	ENSMUSG00000042401	Crtac1	ENSMUST00000048630.8	chr19	-	2618	1938	680	1|1|1|1|1938|2618
ENSMUSG00000042532.15	ENSMUSG00000042532	Golga7b	ENSMUST00000122375.8	chr19	+	2836	501	2335	1|1|1|1|501|2836
ENSMUSG00000042694.18	ENSMUSG00000042694	Stn1	ENSMUST00000049369.16	chr19	-	1992	1134	858	1|1|1|1|1134|1992
ENSMUSG00000042729.12	ENSMUSG00000042729	Wdr74	ENSMUST00000049424.11	chr19	+	1204	1152	52	1|1|1|1|1152|1204
ENSMUSG00000043531.17	ENSMUSG00000043531	Sorcs1	ENSMUST00000211687.2	chr19	-	7080	3504	3576	1|1|1|1|3504|7080
ENSMUSG00000043639.16	ENSMUSG00000043639	Rbm20	ENSMUST00000164202.9	chr19	+	4892	3597	1295	0|1|1|1|3597|4892
ENSMUSG00000043789.9	ENSMUSG00000043789	Vwce	ENSMUST00000055115.9	chr19	+	4543	2787	1756	1|1|1|1|2787|4543
ENSMUSG00000043969.5	ENSMUSG00000043969	Emx2	ENSMUST00000062216.4	chr19	+	2916	759	2157	1|1|1|1|759|2916
ENSMUSG00000044026.4	ENSMUSG00000044026	Slc35g1	ENSMUST00000054098.4	chr19	+	3474	1104	2370	1|1|1|1|1104|3474
ENSMUSG00000044040.4	ENSMUSG00000044040	Olfr1497	ENSMUST00000217384.2	chr19	-	1672	942	730	0|1|1|1|942|1672
ENSMUSG00000044220.14	ENSMUSG00000044220	Nkx2-3	ENSMUST00000057178.11	chr19	+	2112	1086	1026	1|1|1|1|1086|2112
ENSMUSG00000044345.10	ENSMUSG00000044345	Marveld1	ENSMUST00000061111.10	chr19	+	3066	519	2547	1|1|1|1|519|3066
ENSMUSG00000044390.6	ENSMUSG00000044390	Tigd3	ENSMUST00000055911.6	chr19	-	2115	1410	705	1|1|1|1|1410|2115
ENSMUSG00000044441.6	ENSMUSG00000044441	Olfr1442	ENSMUST00000208494.3	chr19	+	3593	936	2657	0|1|1|1|936|3593
ENSMUSG00000044724.10	ENSMUSG00000044724	Gpr152	ENSMUST00000096338.5	chr19	+	3936	1533	2403	1|1|1|1|1533|3936
ENSMUSG00000044948.18	ENSMUSG00000044948	Cfap43	ENSMUST00000161832.8	chr19	-	1940	1686	254	1|0|0|1|1686|1940
ENSMUSG00000044994.11	ENSMUSG00000044994	Olfr1426	ENSMUST00000112952.4	chr19	-	2697	933	1764	1|1|1|1|933|2697
ENSMUSG00000045030.9	ENSMUSG00000045030	Olfr1443	ENSMUST00000049724.8	chr19	+	4343	936	3407	1|1|1|1|936|4343
ENSMUSG00000045045.8	ENSMUSG00000045045	Lrfn4	ENSMUST00000053597.3	chr19	-	3194	1908	1286	1|1|1|1|1908|3194
ENSMUSG00000045052.4	ENSMUSG00000045052	Prlhr	ENSMUST00000051277.4	chr19	-	1573	1110	463	0|1|1|1|1110|1573
ENSMUSG00000045098.20	ENSMUSG00000045098	Kmt5b	ENSMUST00000113970.8	chr19	+	2975	1182	1793	1|0|1|1|1182|2975
ENSMUSG00000045126.3	ENSMUSG00000045126	Olfr1445	ENSMUST00000049624.3	chr19	+	1001	942	59	0|1|1|1|942|1001
ENSMUSG00000045395.5	ENSMUSG00000045395	Olfr1499	ENSMUST00000216659.2	chr19	-	1834	942	892	0|1|1|1|942|1834
ENSMUSG00000045664.6	ENSMUSG00000045664	Cdc42ep2	ENSMUST00000055458.6	chr19	-	3411	642	2769	1|1|1|1|642|3411
ENSMUSG00000045678.9	ENSMUSG00000045678	Olfr1489	ENSMUST00000217182.3	chr19	+	11140	939	10201	0|1|1|1|939|11140
ENSMUSG00000045826.10	ENSMUSG00000045826	Ptprcap	ENSMUST00000061086.9	chr19	+	927	591	336	1|1|1|1|591|927
ENSMUSG00000045883.6	ENSMUSG00000045883	Olfr1461	ENSMUST00000207113.3	chr19	+	3481	936	2545	0|1|1|1|936|3481
ENSMUSG00000045903.10	ENSMUSG00000045903	Npas4	ENSMUST00000056129.9	chr19	-	3622	2406	1216	1|1|1|1|2406|3622
ENSMUSG00000045932.13	ENSMUSG00000045932	Ifit2	ENSMUST00000102826.4	chr19	+	3818	1410	2408	1|1|1|1|1410|3818
ENSMUSG00000046008.9	ENSMUSG00000046008	Pnlip	ENSMUST00000057270.9	chr19	+	1487	1395	92	1|1|1|1|1395|1487
ENSMUSG00000046138.16	ENSMUSG00000046138	9930021J03Rik	ENSMUST00000177155.8	chr19	-	6632	6081	551	0|1|0|1|6081|6632
ENSMUSG00000046139.9	ENSMUSG00000046139	Patl1	ENSMUST00000061618.9	chr19	+	4216	2310	1906	1|1|1|1|2310|4216
ENSMUSG00000046230.12	ENSMUSG00000046230	Vps13a	ENSMUST00000068156.8	chr19	-	10838	9498	1340	0|1|1|1|9498|10838
ENSMUSG00000046272.5	ENSMUSG00000046272	Olfr1444	ENSMUST00000213606.2	chr19	+	1872	957	915	0|1|1|1|957|1872
ENSMUSG00000046324.13	ENSMUSG00000046324	Ermp1	ENSMUST00000159692.8	chr19	-	7058	2694	4364	1|1|1|1|2694|7058
ENSMUSG00000046585.10	ENSMUSG00000046585	Cfap58	ENSMUST00000066308.9	chr19	+	3353	2619	734	1|1|1|1|2619|3353
ENSMUSG00000046650.5	ENSMUSG00000046650	Olfr1440	ENSMUST00000213657.2	chr19	+	7588	945	6643	0|1|1|1|945|7588
ENSMUSG00000046805.11	ENSMUSG00000046805	Mpeg1	ENSMUST00000081035.9	chr19	+	4334	2160	2174	1|1|1|1|2160|4334
ENSMUSG00000046913.4	ENSMUSG00000046913	Olfr1451	ENSMUST00000207997.3	chr19	+	1698	930	768	0|1|1|1|930|1698
ENSMUSG00000047044.8	ENSMUSG00000047044	D030056L22Rik	ENSMUST00000055792.8	chr19	+	1631	486	1145	1|1|1|1|486|1631
