Geneid	Chr	Start	End	Strand	Length	CLIP-35L33G.bam	RNA-control.bam	RNA-siLin28a.bam	RNA-siLuc.bam	RPF-siLin28a.bam	RPF-siLuc.bam	gene_name	gene_type	CPM_CLIP	CPM_RNA_control	CPM_RNA_siLin28a	CPM_RNA_siLuc	CPM_RPF_siLin28a	CPM_RPF_siLuc	CLIP_enrichment	RNA_log2FC	RPF_log2FC	TE_log2FC	library_size_normalized	pseudocount_cpm	is_protein_coding	is_non_histone	pass_rna_count_filter	pass_rpf_count_filter	pass_finite_metric_filter	pass_base_filter	CLIP_group	is_top20_clip
ENSMUSG00000042271.14	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	141009766;141010933;141011173;141011223;141011287;141011287;141011699;141012520;141012520;141012520;141012520;141012520;141019780;141019780;141019780;141019780;141020642;141020642;141020642;141020642	141009927;141011009;141011377;141011377;141011377;141011377;141011957;141012606;141012606;141012800;141012606;141012606;141019924;141019924;141019924;141019924;141022688;141022688;141022688;141022688	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3176	744	149	270	292	100	137	Nxt2	protein_coding	54.581689	28.64924	21.883115	29.952444	9.3508963	10.593642	0.92753397	-0.45108651	-0.17823025	0.27285626	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000031278.13	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	141100989;141100989;141100989;141100989;141103667;141104776;141110972;141110972;141110972;141110972;141110972;141111844;141111844;141111844;141111844;141115188;141115188;141115188;141115188;141116666;141116666;141116666;141116666;141121880;141121880;141121880;141121880;141122946;141122946;141122946;141122946;141124331;141124331;141124331;141124331;141126070;141126070;141126070;141126070;141126303;141126303;141126303;141126303;141128424;141128424;141128424;141128424;141131998;141131998;141131998;141131998;141133956;141133956;141133956;141133956;141134375;141134375;141134375;141134375;141143383;141143383;141143383;141143383;141173301;141173301;141173301;141173301	141103830;141103830;141103830;141103830;141103830;141104852;141111021;141111129;141111129;141111129;141111129;141111958;141111958;141111958;141111958;141115379;141115379;141115379;141115379;141116740;141116740;141116740;141116740;141122052;141122052;141122052;141122052;141123085;141123085;141123085;141123085;141124402;141124402;141124402;141124402;141126193;141126193;141126193;141126193;141126453;141126453;141126453;141126453;141128562;141128562;141128562;141128562;141132107;141132107;141132107;141132107;141134133;141134133;141134133;141134133;141134904;141134611;141134614;141134904;141143432;141143432;141143432;141143480;141173531;141173500;141173500;141173340	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5405	3432	396	773	823	465	662	Acsl4	protein_coding	251.78005	76.141605	62.650548	84.420759	43.481668	51.189716	1.7240865	-0.42967767	-0.23494818	0.19472949	True	0.1	True	True	True	True	True	True	top 5%	True
ENSMUSG00000042225.4	chrX;chrX;chrX;chrX;chrX;chrX	141634142;141640472;141641877;141661106;141695169;141749204	141638643;141640568;141641967;141661220;141695279;141749724	-;-;-;-;-;-	5437	1388	156	325	373	71	109	Ammecr1	protein_coding	101.82713	29.995178	26.340787	38.26117	6.6391364	8.4285182	1.7599339	-0.53688164	-0.33973138	0.19715026	True	0.1	True	True	True	True	True	True	top 5%	True
ENSMUSG00000041718.17	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	143100800;143100800;143100996;143100999;143100999;143100999;143101014;143101019;143101019;143102509;143102895;143102895;143102895;143102999;143102999;143102999;143102999;143102999;143102999;143105008;143105008;143105008;143105008;143105008;143105008;143105008;143105008;143105008;143106351;143107012;143107012;143107012;143107012;143118865;143119108;143119108;143119108;143119108;143119108;143119490;143120088;143120088;143120088;143120088;143120088;143121960;143121960;143121960;143121960;143121960;143121960;143121960;143122001;143122721;143122721;143122721;143122721;143122721;143122721;143122721;143123432;143123716;143123716;143123716;143123716;143123716;143123716;143125392;143125392;143125392;143125392;143125392;143125392;143125643;143125643;143125643;143125643;143125643;143127257;143127257;143127257;143127257;143127257;143128608;143128608;143128608;143128608;143128608;143128608;143129678;143129678;143129678;143129678;143129731;143130956;143130956;143130956;143130956;143130956;143132288;143132288;143132288;143132288;143132288;143133279;143133279;143133279;143133279;143133279;143133279;143134259;143134259;143134259;143134259;143134259;143134259;143134768;143134768;143134768;143134768;143134768;143134768;143135626;143135626;143135626;143135626;143135626;143135626;143136437;143136437;143136437;143136437;143136437;143136437;143136569;143136569;143136569;143136569;143136569;143136569;143138580;143138580;143138580;143138580;143138580;143139792;143139792;143139792;143139792;143139792;143139792;143139874;143146861;143146861;143146861;143146861;143146861;143146861;143147932;143150895;143150895;143150895;143150895;143150895;143150895;143150895;143152557;143152557;143152557;143152557;143152557;143152557;143152557;143156544;143156544;143156544;143156544;143156544;143156544	143101117;143101117;143101117;143101117;143101117;143101117;143101117;143101117;143101117;143102660;143103057;143102998;143103057;143103057;143103057;143103057;143103057;143103057;143103057;143105146;143105146;143105146;143105146;143105146;143105146;143105146;143105146;143105054;143106523;143107017;143107173;143107146;143108193;143118898;143119459;143119459;143119459;143119459;143119459;143120171;143120171;143120171;143120171;143120171;143120171;143122010;143121997;143122010;143122010;143122010;143122010;143122010;143122010;143122767;143122767;143122767;143122767;143122730;143122767;143122767;143123788;143123788;143123788;143123788;143123788;143123788;143123788;143125473;143125473;143125415;143125473;143125473;143125473;143125805;143125805;143125805;143125805;143125805;143127332;143127332;143127332;143127332;143127332;143128648;143128716;143128716;143128716;143128716;143128716;143129742;143129742;143129742;143129742;143129742;143131056;143131056;143131056;143131056;143131056;143132415;143132415;143132415;143132415;143132415;143133525;143133525;143133525;143133525;143133525;143133525;143134372;143134372;143134372;143134372;143134372;143134372;143134909;143134909;143134909;143134909;143134909;143134909;143135746;143135746;143135746;143135746;143135746;143135746;143136469;143136469;143136469;143136469;143136469;143136469;143136624;143136624;143136624;143136624;143136624;143136624;143138648;143138648;143138648;143138648;143138648;143139957;143139957;143139957;143139957;143139957;143139957;143139957;143147103;143147103;143147103;143147103;143147103;143147103;143147971;143150935;143150935;143150935;143150935;143150935;143150935;143150935;143152767;143152857;143152857;143152857;143152857;143152857;143152857;143157446;143157446;143157446;143157441;143157441;143157446	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6850	2413	1032	2253	2189	339	751	Alg13	protein_coding	177.02368	198.42964	182.60244	224.54076	31.699538	58.071717	-0.16459732	-0.29812381	-0.87131207	-0.57318826	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000031290.15	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	146253371;146253376;146253383;146253383;146255809;146263253;146263253;146263253;146263253;146263253;146263464;146263464;146263464;146263464;146263464;146263780;146263780;146263780;146263780;146263780;146264611;146264611;146264611;146264611;146264611;146267676;146267750;146267750;146267750;146271230;146271230;146271230;146271230;146271230;146271230;146274831;146274831;146274831;146274831;146274831;146274831;146275035;146275035;146275035;146275035;146275035;146275035;146279763;146279763;146279763;146279763;146279763;146281284;146286380;146286380;146286380;146286380;146286380;146291655;146291655;146291655;146291655;146291815;146291815;146291815;146291815;146292106;146292106;146292106;146292106;146292701;146292701;146292701;146292701;146295049;146295049;146295049;146295049;146302034;146302034;146302034;146302256;146302256;146305509;146305509;146308270;146308270;146336674;146336674	146256072;146256072;146256072;146256072;146256072;146263330;146263330;146263330;146263330;146263330;146263601;146263601;146263601;146263601;146263601;146263892;146263892;146263892;146263892;146263892;146264668;146264668;146264668;146264668;146264668;146267800;146267800;146267800;146267800;146271274;146271274;146271274;146271274;146271274;146271274;146274947;146274947;146274947;146274947;146274947;146274947;146275083;146275083;146275083;146275083;146275083;146275083;146279828;146279828;146281161;146279828;146279828;146281361;146286466;146286487;146286487;146286487;146286487;146291713;146291713;146291713;146291713;146291912;146291912;146291912;146291912;146292217;146292217;146292217;146292217;146292788;146292788;146292788;146292788;146295182;146295182;146295182;146295158;146302059;146302170;146302170;146302361;146302361;146305635;146305635;146308414;146308414;146337046;146337077	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6420	467	113	386	329	86	158	Lrch2	protein_coding	34.260281	21.727276	31.28475	33.747788	8.0417708	12.217485	0.65460971	-0.10899787	-0.59729321	-0.48829534	True	0.1	True	True	True	True	True	True	5-20%	True
ENSMUSG00000041353.13	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	149180769;149180769;149181791;149191574;149191574;149191580;149191916;149192102;149192167;149199958;149203338;149203338;149203338;149203338;149203338;149203338;149203338;149203338;149203338;149218366;149220145;149220950;149223672;149223763;149223763;149223976;149223976;149223976;149241958;149241958;149241958;149241958;149242068	149181912;149181912;149181912;149192596;149192596;149192596;149192596;149192596;149192596;149203437;149203437;149203437;149203437;149203437;149203437;149203437;149203437;149203437;149203437;149218518;149221358;149221358;149223785;149223901;149223901;149224159;149224102;149224133;149242150;149242150;149242146;149242146;149242150	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7621	47	38	95	69	51	85	Tmem29	protein_coding	3.4480368	7.3065176	7.6996145	7.0778036	4.7689571	6.5726977	-1.0617744	0.11986037	-0.45465735	-0.57451772	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025269.17	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	149302515;149303348;149305117;149351858;149354503;149354504;149354504;149354504;149355455;149355545;149367133;149367461;149367461;149367461;149367461;149367461;149367461;149367461;149367461;149368197;149368197;149368197;149368197;149368197;149368197;149368197;149368197;149368197;149368861;149368861;149368861;149368861;149368861;149368861;149368861;149368861;149368861;149370039;149370039;149370039;149370039;149370039;149370039;149370039;149370039;149370889;149370919;149370919;149370919;149370919;149370919;149370919;149372758;149372758;149372758	149305206;149304278;149305206;149355678;149355678;149355678;149354759;149355678;149355678;149355678;149367530;149367530;149367530;149367530;149367530;149367530;149367530;149367530;149367530;149368343;149368343;149368343;149368343;149368343;149368343;149368343;149368343;149368343;149369041;149369041;149369203;149369041;149369041;149369062;149369041;149369041;149369041;149370122;149370122;149370122;149370122;149370122;149371081;149370122;149370122;149371067;149371077;149371145;149371092;149371274;149371274;149371078;149372864;149372840;149372840	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8744	261	97	196	144	60	134	Apex2	protein_coding	19.147609	18.650848	15.885521	14.771068	5.6105378	10.361665	0.037723395	0.10425742	-0.8734139	-0.97767132	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000025272.17	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	149428300;149428300;149428304;149428304;149428304;149428422;149428690;149428690;149428690;149432308;149432461;149432461;149432544;149432544;149432585;149433430;149433430;149433430;149433430;149433430;149433430;149433430;149433430;149433430;149433973;149433973;149433973;149433973;149433973;149433973;149433973;149433973;149433973;149434301;149434412;149434412;149434412;149434412;149434412;149434412;149434412;149434412;149434549;149434549;149434549;149434549;149434549;149434549;149434549;149434549;149434549;149435280;149435280;149435280;149435280;149435280;149435280;149435280;149435280;149435837;149435837;149435837;149435837;149435837;149435837;149435837;149435837;149436116;149436116;149436116;149436116;149436116;149436116;149436116;149436288;149436288;149436288;149436288;149436288;149436288;149436288;149436382;149436985;149436985;149436985;149436985;149436985;149436985;149438880;149438880;149438880;149438880;149438880;149438880;149438880;149440254;149440341;149440341;149440341;149440341;149440341;149440539	149428517;149428517;149428517;149428517;149428517;149428517;149429115;149432651;149432651;149432651;149432651;149432651;149432651;149432651;149432651;149433544;149433544;149433544;149433544;149433544;149433544;149433544;149433544;149433544;149434454;149434035;149434035;149434035;149434035;149434035;149434035;149434035;149434035;149434628;149434454;149434454;149434454;149434454;149434454;149434454;149434454;149434454;149434716;149434628;149434667;149434628;149434628;149434628;149434628;149434628;149434628;149435371;149435371;149435371;149435371;149435371;149435371;149435371;149435371;149435843;149435916;149435916;149435916;149435916;149435916;149435916;149435916;149436179;149436179;149436179;149436179;149436179;149436179;149436179;149436392;149436392;149436392;149436392;149436392;149436392;149436392;149436392;149438610;149438610;149438610;149438610;149438610;149438610;149438949;149438924;149438949;149438949;149438949;149438949;149438949;149440368;149440395;149440432;149440395;149440395;149440432;149440579	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7296	1065	590	1052	933	86	148	Tro	protein_coding	78.131047	113.4433	85.2631	95.704214	8.0417708	11.444227	-0.53742941	-0.16647655	-0.50375701	-0.33728045	True	0.1	True	True	True	True	True	True	20-50%	False
ENSMUSG00000025268.16	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	149589366;149589417;149589417;149589420;149589706;149589706;149589706;149589713;149590568;149590568;149590568;149590568;149590568;149591717;149591717;149591717;149591717;149591717;149592106;149592106;149592106;149592106;149592243;149592243;149592243;149592243;149592243;149592699;149592699;149592699;149592699;149592699;149593340;149593340;149593340;149593340;149593340;149593677;149593677;149593677;149593677;149593677;149593870;149593870;149593870;149593870;149593870;149593870;149593887;149594096;149594134;149594819;149594819;149594819;149594819;149594819;149594819;149594819;149594819;149594819;149594871;149595152;149595418;149595667;149595667;149595667;149595667;149595667;149595667;149595667;149595667;149595667;149595817;149596069;149596612;149597198;149597225;149597225	149589551;149589551;149589551;149590177;149590177;149590177;149590177;149590177;149590682;149590682;149590682;149590682;149590682;149591779;149591779;149591779;149592148;149591779;149592148;149592148;149592148;149592148;149592322;149592322;149592322;149592322;149592322;149592793;149592793;149592793;149592793;149592793;149593419;149593419;149593419;149593419;149593419;149593740;149593740;149593740;149593740;149593740;149594178;149594178;149594178;149594178;149594178;149594178;149594178;149594178;149594178;149595310;149595310;149595310;149594944;149595310;149595310;149595310;149595310;149595310;149595310;149595310;149595457;149595733;149595733;149596074;149595733;149595711;149595733;149595733;149595964;149595733;149595954;149596150;149596703;149597277;149597265;149597341	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3239	92	91	329	224	466	551	Maged2	protein_coding	6.7493486	17.497187	26.664981	22.977218	43.575177	42.606546	-1.3613061	0.21387733	0.032356311	-0.18152102	True	0.1	True	True	True	True	True	True	50-100%	False
ENSMUSG00000025266.12	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	149766137;149766137;149770835;149770835;149770868;149774132;149774132;149774132;149776645;149776645;149776645;149777007;149777007;149777244;149777244;149778007;149778007;149779900;149780182;149780182;149780270;149782693;149782693;149782693;149782693;149783599;149783599;149783599;149784034;149784034;149784034;149785170;149785170;149785170;149785205;149785249;149786530;149786530;149786530;149786530;149786530;149787241;149787241;149787241;149787241;149787267;149795518;149797017;149797017;149797017;149797017;149797017;149800197;149800197;149800197;149800197;149800201	149769182;149769182;149771057;149771057;149771057;149774259;149774259;149774259;149776781;149776968;149776781;149777149;149777149;149777418;149777418;149778094;149778094;149780326;149780326;149780326;149780326;149782799;149782774;149782799;149782799;149783734;149783734;149783734;149784117;149784117;149784117;149785286;149785286;149785286;149785286;149785286;149786637;149786637;149786637;149786637;149786637;149787281;149787281;149787281;149787281;149787281;149795688;149797146;149797085;149797085;149797085;149797085;149800318;149800318;149800318;149800318;149800318	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5570	1592	1002	2577	1899	260	768	Gnl3l	protein_coding	116.79308	192.66133	208.86218	194.79347	24.31233	59.386257	-0.72162621	0.1005561	-1.2849464	-1.3855025	True	0.1	True	True	True	True	True	True	50-100%	False
